word,WORD,SyntCat,Category,hits,misses,false_alarms,correct_rejections,log_freqs,log_word_len,Article,Word,X,Input.trial_,Experiment.x,meanings,meanings_n,Experiment.y,num_synonyms,syn_n,arousal,concrete,fam,image,valence,NgramFreqArticle,NgramFreqNoArticle,num_syn,r.given.w,w.given.r,Acc,false_alarm_rate,hit_rate
TO DECORATE,to DECORATE,VERB,NaN,48,21,21,60,0.56043,0.50579,to,DECORATE,210,TO DECORATE,mm_mar_2013,1.51851851851852,27,mm_mar_2013,1.69230769230769,26,3.63636363636364,3.07692307692308,4.74074074074074,3.14285714285714,4.07692307692308,-14.132736903842224,-13.258428332129487,2.69230769230769,0.658536585365853,0.3714285714285718,0.72,0.25925925925925924,0.6956521739130435
TO DEEM,to DEEM,VERB,NaN,45,35,5,87,0.41676,0.2529,to,DEEM,195,TO DEEM,mm_mar_2013,1.15384615384615,26,mm_mar_2013,2.26086956521739,23,2.66666666666667,2.17391304347826,4.58620689655172,1.6,3.25,-16.086772867610257,-13.113452260805987,3.26086956521739,0.8666666666666696,0.3066666666666668,0.7674418604651163,0.05434782608695652,0.5625
TO DEFEND,to DEFEND,VERB,NaN,44,30,27,56,0.69208,0.40083,to,DEFEND,199,TO DEFEND,mm_mar_2013,1.74074074074074,27,mm_mar_2013,3.16,25,4.26086956521739,2.57692307692308,4.85714285714286,2.68965517241379,3.42307692307692,-11.492802123106014,-11.011221450180672,4.16,0.5744680851063833,0.24038461538461536,0.6369426751592356,0.3253012048192771,0.5945945945945946
TO DEFROST,to DEFROST,VERB,NaN,41,33,6,76,0.37497,0.45707,to,DEFROST,198,TO DEFROST,mm_mar_2013,1.26923076923077,26,mm_mar_2013,1.55,20,2.1304347826087,3.8,4.82758620689655,3.19230769230769,3.17857142857143,-16.788417234626813,-15.268491777311008,2.55,0.7878787878787874,0.3921568627450981,0.75,0.07317073170731707,0.5540540540540541
TO DEGRADE,to DEGRADE,VERB,NaN,50,29,22,67,0.50234,0.45707,to,DEGRADE,199,TO DEGRADE,mm_mar_2013,1.5,24,mm_mar_2013,3,20,3,2.45,4.68965517241379,1.80769230769231,1.46428571428571,-14.441802502233465,-13.172086139848178,4,0.6666666666666666,0.25,0.6964285714285714,0.24719101123595505,0.6329113924050633
TO DEGREASE,to DEGREASE,VERB,NaN,57,19,7,77,0.24368,0.50579,to,DEGREASE,211,TO DEGREASE,mm_mar_2013,1.07692307692308,26,mm_mar_2013,0.826086956521739,23,2,2.92307692307692,4.10714285714286,2.35714285714286,2.76,-19.16572580902943,-17.678468095730253,1.826086956521739,0.9285714285714259,0.5476190476190477,0.8375,0.08333333333333333,0.75
TO DELIVER,to DELIVER,VERB,NaN,31,35,14,60,0.74575,0.45707,to,DELIVER,205,TO DELIVER,mm_mar_2013,1.76666666666667,30,mm_mar_2013,2.5,26,3.13636363636364,3,4.7,3.24,3.43333333333333,-11.480841525947188,-10.746715192845578,3.5,0.5660377358490556,0.2857142857142857,0.65,0.1891891891891892,0.4696969696969697
TO DEMEAN,to DEMEAN,VERB,NaN,36,37,6,72,0.39741,0.40083,to,DEMEAN,196,TO DEMEAN,mm_mar_2013,1.14814814814815,27,mm_mar_2013,2.54545454545455,22,3.57142857142857,2.21739130434783,4.27586206896552,2.32,1.5,-16.207170434557735,-15.117936098926585,3.54545454545455,0.8709677419354825,0.2820512820512817,0.7152317880794702,0.07692307692307693,0.4931506849315068
TO DEMORALIZE,to DEMORALIZE,VERB,NaN,50,26,12,70,0.35349,0.58721,to,DEMORALIZE,197,TO DEMORALIZE,mm_mar_2013,1.16666666666667,30,mm_mar_2013,2.47826086956522,23,2.95238095238095,1.73913043478261,4.41379310344828,2.12,1.17857142857143,-16.9302880690898,-15.954678834654878,3.47826086956522,0.8571428571428547,0.2874999999999998,0.759493670886076,0.14634146341463414,0.6578947368421053
TO DEPLORE,to DEPLORE,VERB,NaN,48,45,4,96,0.35768,0.45707,to,DEPLORE,200,TO DEPLORE,mm_mar_2013,1.25,24,mm_mar_2013,2.72222222222222,18,3,1.75,4.31034482758621,1.65384615384615,2.07142857142857,-16.25951597007576,-14.760734242653552,3.72222222222222,0.8,0.2686567164179106,0.7461139896373057,0.04,0.5161290322580645
TO DESCEND,to DESCEND,VERB,NaN,59,20,17,72,0.51769,0.45707,to,DESCEND,183,TO DESCEND,mm_mar_2013,1.52,25,mm_mar_2013,2.80769230769231,26,3,3,4.84615384615385,2.93333333333333,2.78571428571429,-13.606769878495031,-12.434183421447266,3.80769230769231,0.6578947368421053,0.26262626262626243,0.7797619047619048,0.19101123595505617,0.7468354430379747
TO DESIGN,to DESIGN,VERB,NaN,46,29,13,70,0.70179,0.40083,to,DESIGN,201,TO DESIGN,mm_mar_2013,1.44,25,mm_mar_2013,2.63157894736842,19,3.21739130434783,2.95,4.85714285714286,2.61538461538462,4.03571428571429,-11.981506376046378,-8.783035295135422,3.63157894736842,0.6944444444444444,0.2753623188405798,0.7341772151898734,0.1566265060240964,0.6133333333333333
TO DESPISE,to DESPISE,VERB,NaN,59,33,17,83,0.4605,0.45707,to,DESPISE,206,TO DESPISE,mm_mar_2013,1.16666666666667,30,mm_mar_2013,3.5,26,3.86363636363636,1.86206896551724,4.56666666666667,1.92307692307692,1.5,-14.565683728731551,-13.042362600621761,4.5,0.8571428571428547,0.2222222222222222,0.7395833333333334,0.17,0.6413043478260869
TO DEVELOP,to DEVELOP,VERB,NaN,39,25,14,54,0.80862,0.45707,to,DEVELOP,184,TO DEVELOP,mm_mar_2013,1.92857142857143,28,mm_mar_2013,3.03846153846154,26,2.82608695652174,2.46153846153846,4.73076923076923,1.9,3.67857142857143,-10.133905343903857,-9.355388585167589,4.03846153846154,0.5185185185185182,0.24761904761904752,0.7045454545454546,0.20588235294117646,0.609375
TO DEVOUR,to DEVOUR,VERB,NaN,54,26,13,75,0.4711,0.40083,to,DEVOUR,212,TO DEVOUR,mm_mar_2013,1.44444444444444,27,mm_mar_2013,3.48,25,4.04545454545455,2.96153846153846,4.75,3.10714285714286,2.80769230769231,-14.291538077033191,-13.29997769121195,4.48,0.6923076923076944,0.2232142857142857,0.7678571428571429,0.14772727272727273,0.675
TO DICKER,to DICKER,VERB,NaN,50,25,4,75,0.25494,0.40083,to,DICKER,198,TO DICKER,mm_mar_2013,1.23529411764706,17,mm_mar_2013,2.09090909090909,11,3,2.21739130434783,2.68965517241379,1.88,2.39285714285714,-18.39253598083822,-16.14349501906661,3.09090909090909,0.8095238095238088,0.323529411764706,0.8116883116883117,0.05063291139240506,0.6666666666666666
TO DIM,to DIM,VERB,NaN,38,40,8,79,0.42652,0.14793,to,DIM,202,TO DIM,mm_mar_2013,1.48,25,mm_mar_2013,2.1,20,1.78260869565217,3.25,4.89655172413793,3.23076923076923,2.82142857142857,-15.417981234583774,-11.576495703224879,3.1,0.6756756756756757,0.3225806451612903,0.7090909090909091,0.09195402298850575,0.48717948717948717
TO DISABUSE,to DISABUSE,VERB,NaN,46,27,3,75,0.3502,0.50579,to,DISABUSE,185,TO DISABUSE,mm_mar_2013,1.21428571428571,14,mm_mar_2013,1.95,20,2.16666666666667,2.03846153846154,2.57692307692308,1.36666666666667,2.35714285714286,-16.320415558127475,-15.738814097460999,2.95,0.8235294117647088,0.3389830508474576,0.8013245033112583,0.038461538461538464,0.6301369863013698
TO DISAGREE,to DISAGREE,VERB,NaN,42,42,24,68,0.58441,0.50579,to,DISAGREE,220,TO DISAGREE,mm_mar_2013,1.15384615384615,26,mm_mar_2013,3.04166666666667,24,3.56521739130435,2.34782608695652,4.90909090909091,1.95833333333333,2.13333333333333,-13.942949860819386,-11.85985982842073,4.04166666666667,0.8666666666666696,0.24742268041237095,0.625,0.2608695652173913,0.5
TO DISCHARGE,to DISCHARGE,VERB,NaN,64,22,26,69,0.58617,0.54877,to,DISCHARGE,208,TO DISCHARGE,mm_mar_2013,2,25,mm_mar_2013,2.59090909090909,22,3.04761904761905,2.74074074074074,4.67857142857143,2.13793103448276,2.38461538461538,-13.459284086618391,-10.823881928328815,3.59090909090909,0.5,0.27848101265822794,0.7348066298342542,0.2736842105263158,0.7441860465116279
TO DISDAIN,to DISDAIN,VERB,NaN,40,24,10,57,0.33253,0.45707,to,DISDAIN,207,TO DISDAIN,mm_mar_2013,1.17857142857143,28,mm_mar_2013,2.79166666666667,24,3,1.79310344827586,3.76666666666667,1.61538461538462,1.83333333333333,-16.590659829867597,-12.726182847019155,3.79166666666667,0.8484848484848475,0.2637362637362635,0.7404580152671756,0.14925373134328357,0.625
TO DISGUST,to DISGUST,VERB,NaN,49,18,17,55,0.35093,0.45707,to,DISGUST,201,TO DISGUST,mm_mar_2013,1.22222222222222,27,mm_mar_2013,2.8695652173913,23,3.36,2.46153846153846,4.46153846153846,2.40740740740741,1.46666666666667,-16.272803077706346,-11.908375119508262,3.8695652173913,0.8181818181818196,0.25842696629213513,0.7482014388489209,0.2361111111111111,0.7313432835820896
TO DISILLUSION,to DISILLUSION,VERB,NaN,45,35,8,78,0.29648,0.62198,to,DISILLUSION,203,TO DISILLUSION,mm_mar_2013,1.13636363636364,22,mm_mar_2013,2,20,3.08695652173913,1.95,4.44827586206897,1.5,2.2962962962963,-16.878196018347666,-14.724169086136065,3,0.8799999999999971,0.3333333333333333,0.7409638554216867,0.09302325581395349,0.5625
TO DISMISS,to DISMISS,VERB,NaN,49,38,20,72,0.61985,0.45707,to,DISMISS,200,TO DISMISS,mm_mar_2013,1.66666666666667,27,mm_mar_2013,2.91666666666667,24,2.30434782608696,2.66666666666667,4.82142857142857,2.17857142857143,2.57692307692308,-12.843573389070965,-12.14073648608321,3.91666666666667,0.5999999999999988,0.25531914893616997,0.6759776536312849,0.21739130434782608,0.5632183908045977
TO DISPUTE,to DISPUTE,VERB,NaN,59,28,34,62,0.52303,0.45707,to,DISPUTE,201,TO DISPUTE,mm_mar_2013,1.46153846153846,26,mm_mar_2013,3.28,25,4,2.62962962962963,4.92592592592593,2.31034482758621,2.23076923076923,-14.239347127043475,-10.983759133631786,4.279999999999999,0.6842105263157903,0.23364485981308414,0.6612021857923497,0.3541666666666667,0.6781609195402298
TO DISSIPATE,to DISSIPATE,VERB,NaN,52,24,13,67,0.47911,0.54877,to,DISSIPATE,209,TO DISSIPATE,mm_mar_2013,1.2,25,mm_mar_2013,2.04761904761905,21,2.47619047619048,2.40740740740741,4.60714285714286,2.13793103448276,2.46153846153846,-14.477652276561484,-13.56638721725622,3.04761904761905,0.8333333333333334,0.3281249999999997,0.7628205128205128,0.1625,0.6842105263157895
TO DISSOCIATE,to DISSOCIATE,VERB,NaN,50,30,10,75,0.41711,0.58721,to,DISSOCIATE,210,TO DISSOCIATE,mm_mar_2013,1.24,25,mm_mar_2013,1.84210526315789,19,2.57142857142857,2.11111111111111,4.21428571428571,1.55172413793103,2.26923076923077,-14.807323820437931,-13.9697659624795,2.8421052631578902,0.8064516129032259,0.3518518518518524,0.7575757575757576,0.11764705882352941,0.625
TO DIVE,to DIVE,VERB,NaN,54,40,21,78,0.55659,0.2529,to,DIVE,186,TO DIVE,mm_mar_2013,1.81481481481481,27,mm_mar_2013,1.96153846153846,26,3.39130434782609,3.69230769230769,4.84,3.96666666666667,3.57142857142857,-14.086608647251984,-12.212159391418423,2.96153846153846,0.5510204081632668,0.33766233766233783,0.6839378238341969,0.21212121212121213,0.574468085106383
TO DOLL,to DOLL,VERB,NaN,56,19,6,79,0.30401,0.2529,to,DOLL,213,TO DOLL,mm_mar_2013,1.52,25,mm_mar_2013,0.875,16,2.81818181818182,2.18518518518519,3.42307692307692,1.96428571428571,3.69230769230769,-17.914606237514633,-11.954267959059028,1.875,0.6578947368421053,0.5333333333333333,0.84375,0.07058823529411765,0.7466666666666667
TO DON,to DON,VERB,NaN,51,35,4,97,0.47026,0.14793,to,DON,208,TO DON,mm_mar_2013,1.16666666666667,24,mm_mar_2013,2.28571428571429,21,2.72727272727273,2.48275862068966,3.93333333333333,2,3.06666666666667,-14.26660020008817,-10.763799534448733,3.28571428571429,0.8571428571428547,0.3043478260869561,0.7914438502673797,0.039603960396039604,0.5930232558139535
TO DRAW,to DRAW,VERB,NaN,52,32,16,76,0.71707,0.2529,to,DRAW,202,TO DRAW,mm_mar_2013,2.59259259259259,27,mm_mar_2013,3.58333333333333,24,2.95652173913043,3.74074074074074,4.89285714285714,3.75862068965517,3.64,-10.999939056466324,-9.968957161196636,4.58333333333333,0.3857142857142861,0.2181818181818183,0.7272727272727273,0.17391304347826086,0.6190476190476191
TO DRIBBLE,to DRIBBLE,VERB,NaN,62,23,12,79,0.38162,0.45707,to,DRIBBLE,214,TO DRIBBLE,mm_mar_2013,2.07407407407407,27,mm_mar_2013,1.84615384615385,26,3.04545454545455,3.34615384615385,4.53846153846154,3.32142857142857,2.84615384615385,-16.279513386841916,-14.425210571059619,2.8461538461538503,0.4821428571428581,0.35135135135135087,0.8011363636363636,0.13186813186813187,0.7294117647058823
TO DRIZZLE,to DRIZZLE,VERB,NaN,56,16,15,65,0.35002,0.45707,to,DRIZZLE,221,TO DRIZZLE,mm_mar_2013,1.73076923076923,26,mm_mar_2013,2.41666666666667,24,2.60869565217391,3.45833333333333,4.86363636363636,4.125,3.1,-16.303525003022695,-13.117037432998684,3.41666666666667,0.5777777777777781,0.292682926829268,0.7960526315789473,0.1875,0.7777777777777778
TO DROOL,to DROOL,VERB,NaN,56,26,2,83,0.42622,0.33431,to,DROOL,203,TO DROOL,mm_mar_2013,1.38461538461538,26,mm_mar_2013,1.8,25,2,3.66666666666667,4.96428571428571,3.72413793103448,2.23076923076923,-16.610549962141985,-14.360049472568678,2.8,0.7222222222222247,0.35714285714285715,0.8323353293413174,0.023529411764705882,0.6829268292682927
TO DRUG,to DRUG,VERB,NaN,46,23,5,71,0.57263,0.2529,to,DRUG,215,TO DRUG,mm_mar_2013,1.48148148148148,27,mm_mar_2013,2.03846153846154,26,3.36363636363636,2.80769230769231,4.60714285714286,2.55555555555556,1.73076923076923,-13.668816792503344,-9.393986294565837,3.03846153846154,0.6750000000000006,0.3291139240506327,0.8068965517241379,0.06578947368421052,0.6666666666666666
TO DUCK,to DUCK,VERB,NaN,50,32,11,76,0.46911,0.2529,to,DUCK,202,TO DUCK,mm_mar_2013,1.53571428571429,28,mm_mar_2013,2.78260869565217,23,3.2,3.44,4.73076923076923,3.55555555555556,2.9,-14.472008079793882,-11.86547035509253,3.78260869565217,0.6511627906976726,0.2643678160919543,0.7455621301775148,0.12643678160919541,0.6097560975609756
TO DUEL,to DUEL,VERB,NaN,50,44,7,74,0.38416,0.2529,to,DUEL,216,TO DUEL,mm_mar_2013,1.2962962962963,27,mm_mar_2013,2.72,25,4.47619047619048,3.28,4.62962962962963,3.51851851851852,2.28,-16.953920973746968,-13.143012153267525,3.72,0.7714285714285692,0.26881720430107525,0.7085714285714285,0.08641975308641975,0.5319148936170213
TO DYE,to DYE,VERB,NaN,45,22,7,66,0.45018,0.14793,to,DYE,187,TO DYE,mm_mar_2013,1.25925925925926,27,mm_mar_2013,1.53846153846154,26,2.65217391304348,3.73076923076923,4.84615384615385,3.06666666666667,3.17857142857143,-15.506890926186749,-11.961440428956791,2.53846153846154,0.794117647058823,0.3939393939393937,0.7928571428571428,0.0958904109589041,0.6716417910447762
TO EARN,to EARN,VERB,NaN,36,34,5,72,0.69591,0.2529,to,EARN,222,TO EARN,mm_mar_2013,1.28,25,mm_mar_2013,2.96,25,3.73913043478261,2.95833333333333,4.77272727272727,2.125,4.26666666666667,-12.20344426918193,-11.321098803813394,3.96,0.78125,0.25252525252525254,0.7346938775510204,0.06493506493506493,0.5142857142857142
TO EFFACE,to EFFACE,VERB,NaN,45,37,4,85,0.33658,0.40083,to,EFFACE,203,TO EFFACE,mm_mar_2013,1.27272727272727,22,mm_mar_2013,2.73684210526316,19,2.52,2.23076923076923,3,2,2.53333333333333,-15.91584159080087,-15.11006164581668,3.73684210526316,0.7857142857142874,0.2676056338028167,0.7602339181286549,0.0449438202247191,0.5487804878048781
TO ELECTRIFY,to ELECTRIFY,VERB,NaN,52,25,7,76,0.35225,0.54877,to,ELECTRIFY,204,TO ELECTRIFY,mm_mar_2013,1.88461538461538,26,mm_mar_2013,2,20,4.73913043478261,2.85,4.68965517241379,2.88461538461538,3.46428571428571,-17.212453669387006,-16.412731740488905,3,0.53061224489796055,0.3333333333333333,0.8,0.08433734939759036,0.6753246753246753
TO ELUCIDATE,to ELUCIDATE,VERB,NaN,45,30,4,81,0.52261,0.54877,to,ELUCIDATE,199,TO ELUCIDATE,mm_mar_2013,1.0952380952381,21,mm_mar_2013,2.86666666666667,15,3.28571428571429,2,2.62068965517241,1.6,3.25,-13.545324942930964,-13.12112192408535,3.86666666666667,0.9130434782608656,0.2586206896551722,0.7875,0.047058823529411764,0.6
TO EMBOLDEN,to EMBOLDEN,VERB,NaN,47,37,9,85,0.31806,0.50579,to,EMBOLDEN,188,TO EMBOLDEN,mm_mar_2013,1.41176470588235,17,mm_mar_2013,2.45833333333333,24,3.21739130434783,2,3.19230769230769,1.56666666666667,3.55555555555556,-17.302804662397392,-16.038928457442736,3.45833333333333,0.7083333333333348,0.28915662650602436,0.7415730337078652,0.09574468085106383,0.5595238095238095
TO EMCEE,to EMCEE,VERB,NaN,47,22,2,76,0.28608,0.33431,to,EMCEE,200,TO EMCEE,mm_mar_2013,1.09090909090909,22,mm_mar_2013,1.3,20,3.52380952380952,3.40909090909091,3.96551724137931,2.92,3.5,-18.977673588384857,-15.723246573076043,2.3,0.9166666666666675,0.4347826086956522,0.8367346938775511,0.02564102564102564,0.6811594202898551
TO EMPLOY,to EMPLOY,VERB,NaN,46,23,14,67,0.63074,0.40083,to,EMPLOY,223,TO EMPLOY,mm_mar_2013,1.8,25,mm_mar_2013,3.04347826086957,23,3.34782608695652,2.70833333333333,4.81818181818182,2.29166666666667,3.89655172413793,-12.389363047996001,-11.154973899474541,4.04347826086957,0.5555555555555556,0.24731182795698897,0.7533333333333333,0.1728395061728395,0.6666666666666666
TO EMULSIFY,to EMULSIFY,VERB,NaN,51,28,5,79,0.30155,0.50579,to,EMULSIFY,189,TO EMULSIFY,mm_mar_2013,1.31818181818182,22,mm_mar_2013,1.45454545454545,22,2.47826086956522,3.07692307692308,3.42307692307692,2.17241379310345,2.89285714285714,-17.27726387375421,-16.495728728284735,2.4545454545454497,0.7586206896551714,0.4074074074074082,0.7975460122699386,0.05952380952380952,0.6455696202531646
TO ENCLOSE,to ENCLOSE,VERB,NaN,36,37,9,69,0.50575,0.45707,to,ENCLOSE,211,TO ENCLOSE,mm_mar_2013,1.29166666666667,24,mm_mar_2013,2.31818181818182,22,2.95238095238095,2.81481481481481,4.96428571428571,2.79310344827586,2.73076923076923,-14.675347505098806,-13.515458156396079,3.31818181818182,0.7741935483870948,0.30136986301369845,0.695364238410596,0.11538461538461539,0.4931506849315068
TO ENCOURAGE,to ENCOURAGE,VERB,NaN,45,35,20,69,0.72723,0.54877,to,ENCOURAGE,217,TO ENCOURAGE,mm_mar_2013,1.25925925925926,27,mm_mar_2013,3.12,25,3.77272727272727,1.88888888888889,4.82142857142857,2.42857142857143,4.5,-11.42588635651212,-10.442940348780526,4.12,0.794117647058823,0.24271844660194175,0.6745562130177515,0.2247191011235955,0.5625
TO ENLIVEN,to ENLIVEN,VERB,NaN,32,47,5,81,0.42586,0.45707,to,ENLIVEN,218,TO ENLIVEN,mm_mar_2013,1.29166666666667,24,mm_mar_2013,2.26086956521739,23,3.72727272727273,1.76923076923077,3.96428571428571,1.78571428571429,4.15384615384615,-15.634138946375554,-14.81459250616984,3.26086956521739,0.7741935483870948,0.3066666666666668,0.6848484848484848,0.05813953488372093,0.4050632911392405
TO ENRICH,to ENRICH,VERB,NaN,26,55,6,82,0.57464,0.40083,to,ENRICH,205,TO ENRICH,mm_mar_2013,1.54166666666667,24,mm_mar_2013,2.55,20,3.26086956521739,2,4.58620689655172,1.84,4.17857142857143,-13.840251798477485,-12.93654181238452,3.55,0.6486486486486472,0.28169014084507044,0.6390532544378699,0.06818181818181818,0.32098765432098764
TO ENTERTAIN,to ENTERTAIN,VERB,NaN,53,28,22,66,0.60222,0.54877,to,ENTERTAIN,219,TO ENTERTAIN,mm_mar_2013,1.62962962962963,27,mm_mar_2013,2.88461538461538,26,4.22727272727273,2.40740740740741,4.77777777777778,3,4.30769230769231,-13.009160916294174,-12.310104319968938,3.88461538461538,0.6136363636363635,0.2574257425742577,0.7041420118343196,0.25,0.654320987654321
TO ENTHUSE,to ENTHUSE,VERB,NaN,38,36,4,80,0.36875,0.45707,to,ENTHUSE,204,TO ENTHUSE,mm_mar_2013,1.16666666666667,24,mm_mar_2013,2.91666666666667,24,3.91304347826087,1.88888888888889,4.10714285714286,1.79310344827586,4.15384615384615,-17.057255746911554,-16.138217955264928,3.91666666666667,0.8571428571428547,0.25531914893616997,0.7468354430379747,0.047619047619047616,0.5135135135135135
TO ENTICE,to ENTICE,VERB,NaN,36,43,12,74,0.53503,0.40083,to,ENTICE,209,TO ENTICE,mm_mar_2013,1.3,30,mm_mar_2013,2.77777777777778,27,4.22727272727273,1.96551724137931,4.4,2.07692307692308,3.62068965517241,-14.19431736694237,-13.650901920673078,3.77777777777778,0.7692307692307692,0.264705882352941,0.6666666666666666,0.13953488372093023,0.45569620253164556
TO ENVISAGE,to ENVISAGE,VERB,NaN,41,34,2,78,0.43612,0.50579,to,ENVISAGE,210,TO ENVISAGE,mm_mar_2013,1.05555555555556,18,mm_mar_2013,2.15789473684211,19,3,1.62068965517241,2.56666666666667,1.38461538461538,3.2,-14.61408984408145,-13.569049002348768,3.15789473684211,0.9473684210526275,0.31666666666666615,0.7677419354838709,0.025,0.5466666666666666
TO ENVY,to ENVY,VERB,NaN,50,22,14,65,0.40486,0.2529,to,ENVY,204,TO ENVY,mm_mar_2013,1.33333333333333,27,mm_mar_2013,2.59090909090909,22,3.52,2.08,4.73076923076923,1.88888888888889,1.96666666666667,-15.44058654440137,-12.002536895418414,3.59090909090909,0.7500000000000019,0.27848101265822794,0.7615894039735099,0.17721518987341772,0.6944444444444444
TO ERUPT,to ERUPT,VERB,NaN,53,25,14,75,0.44666,0.33431,to,ERUPT,201,TO ERUPT,mm_mar_2013,1.72413793103448,29,mm_mar_2013,2.43478260869565,23,4.52380952380952,3.36363636363636,4.75862068965517,3.72,1.92857142857143,-14.868831436802258,-13.741200294949271,3.43478260869565,0.580000000000001,0.2911392405063293,0.7664670658682635,0.15730337078651685,0.6794871794871795
TO ESTABLISH,to ESTABLISH,VERB,NaN,40,37,10,71,0.76579,0.54877,to,ESTABLISH,212,TO ESTABLISH,mm_mar_2013,1.68,25,mm_mar_2013,2.54545454545455,22,2.61904761904762,2.33333333333333,4.82142857142857,1.6551724137931,3.65384615384615,-10.505609325159774,-9.970895834116583,3.54545454545455,0.5952380952380952,0.2820512820512817,0.7025316455696202,0.12345679012345678,0.5194805194805194
TO EVACUATE,to EVACUATE,VERB,NaN,59,19,16,71,0.5551,0.50579,to,EVACUATE,205,TO EVACUATE,mm_mar_2013,1.74074074074074,27,mm_mar_2013,2.76,25,4.30434782608696,3.59259259259259,4.85714285714286,3.13793103448276,2.07692307692308,-14.033788787151995,-13.594155537358064,3.76,0.5744680851063833,0.26595744680851063,0.7878787878787878,0.1839080459770115,0.7564102564102564
TO EVEN,to EVEN,VERB,NaN,35,42,8,77,0.65709,0.2529,to,EVEN,206,TO EVEN,mm_mar_2013,2.07407407407407,27,mm_mar_2013,2.125,24,2.30434782608696,2.48148148148148,4.35714285714286,1.75862068965517,3.44,-12.40009042449142,-7.201526300377576,3.125,0.4821428571428581,0.32,0.691358024691358,0.09411764705882353,0.45454545454545453
TO EVICT,to EVICT,VERB,NaN,58,28,13,81,0.47667,0.33431,to,EVICT,211,TO EVICT,mm_mar_2013,1.36666666666667,30,mm_mar_2013,2.23076923076923,26,3.59090909090909,3.03448275862069,4.5,2.57692307692308,1.56666666666667,-15.234463774402792,-14.784238399956827,3.23076923076923,0.7317073170731689,0.3095238095238096,0.7722222222222223,0.13829787234042554,0.6744186046511628
TO EXAGGERATE,to EXAGGERATE,VERB,NaN,44,30,18,63,0.47271,0.58721,to,EXAGGERATE,213,TO EXAGGERATE,mm_mar_2013,1.19230769230769,26,mm_mar_2013,2.42857142857143,21,3.65,2.23076923076923,4.92857142857143,1.96551724137931,2.34615384615385,-14.332779217146795,-13.414520856729704,3.42857142857143,0.8387096774193564,0.2916666666666665,0.6903225806451613,0.2222222222222222,0.5945945945945946
TO EXAMINE,to EXAMINE,VERB,NaN,50,32,25,83,0.70885,0.45707,to,EXAMINE,224,TO EXAMINE,mm_mar_2013,1.26923076923077,26,mm_mar_2013,3.65217391304348,23,2.91304347826087,2.875,4.76190476190476,2.56,3.2,-11.095721758248267,-10.285199970802426,4.65217391304348,0.7878787878787874,0.2149532710280373,0.7,0.23148148148148148,0.6097560975609756
TO EXCEL,to EXCEL,VERB,NaN,54,23,12,70,0.55721,0.33431,to,EXCEL,207,TO EXCEL,mm_mar_2013,1.7037037037037,27,mm_mar_2013,3.84,25,4.47826086956522,2.03703703703704,4.82142857142857,2.10344827586207,4.30769230769231,-14.02302091979741,-11.45132495804713,4.84,0.5869565217391317,0.2066115702479339,0.779874213836478,0.14634146341463414,0.7012987012987013
TO EXCHANGE,to EXCHANGE,VERB,NaN,43,34,29,57,0.65174,0.50579,to,EXCHANGE,220,TO EXCHANGE,mm_mar_2013,1.33333333333333,27,mm_mar_2013,2.88461538461538,26,2.86363636363636,2.80769230769231,4.82142857142857,3,3.53846153846154,-12.881087859934444,-9.438244210083464,3.88461538461538,0.7500000000000019,0.2574257425742577,0.6134969325153374,0.3372093023255814,0.5584415584415584
TO EXCOMMUNICATE,to EXCOMMUNICATE,VERB,NaN,50,20,7,68,0.33167,0.68293,to,EXCOMMUNICATE,190,TO EXCOMMUNICATE,mm_mar_2013,1.24,25,mm_mar_2013,1.70833333333333,24,3.04166666666667,2.53846153846154,4.46153846153846,2,1.57142857142857,-16.81161760975247,-15.774143524369375,2.70833333333333,0.8064516129032259,0.3692307692307697,0.8137931034482758,0.09333333333333334,0.7142857142857143
TO EXPIRE,to EXPIRE,VERB,NaN,53,38,17,79,0.57153,0.40083,to,EXPIRE,202,TO EXPIRE,mm_mar_2013,1.86206896551724,29,mm_mar_2013,2.95652173913043,23,2.33333333333333,2.56521739130435,4.85714285714286,2.28,1.89285714285714,-14.709575849674748,-13.511940400091774,3.95652173913043,0.5370370370370374,0.25274725274725307,0.7058823529411765,0.17708333333333334,0.5824175824175825
TO EXTRACT,to EXTRACT,VERB,NaN,56,16,34,51,0.65478,0.45707,to,EXTRACT,214,TO EXTRACT,mm_mar_2013,1.52,25,mm_mar_2013,2.38095238095238,21,3.15,2.77777777777778,4.96428571428571,2.24137931034483,3,-12.433761808053553,-11.047622765018414,3.38095238095238,0.6578947368421053,0.29577464788732405,0.6815286624203821,0.4,0.7777777777777778
TO FABRICATE,to FABRICATE,VERB,NaN,47,26,12,73,0.49872,0.54877,to,FABRICATE,221,TO FABRICATE,mm_mar_2013,1.66666666666667,27,mm_mar_2013,2.96153846153846,26,3.59090909090909,2.48148148148148,4.64285714285714,2.28571428571429,2.76923076923077,-14.36227021773202,-13.952823969941825,3.96153846153846,0.5999999999999988,0.2524271844660195,0.759493670886076,0.1411764705882353,0.6438356164383562
TO FADE,to FADE,VERB,NaN,39,38,8,77,0.54669,0.2529,to,FADE,191,TO FADE,mm_mar_2013,2.14814814814815,27,mm_mar_2013,2.53846153846154,26,2,2.57692307692308,4.88461538461539,2.8,2.46428571428571,-13.478945364837106,-12.137423923963903,3.53846153846154,0.4655172413793099,0.2826086956521738,0.7160493827160493,0.09411764705882353,0.5064935064935064
