,Word,Word.1,hits,misses,correct rejections,false alarms,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,pos,num_meanings_wordnet,num_synonyms_wordnet,Lg10WF,Lg10CD,google_ngram_frequency,LgTV_T=1700,LgDF,orth_neighborhood,phon_neighborhood,log_orth_neighborhood,log_phon_neighborhood,GloVe distinctiveness
147,HELLCATS,HELLCATS,66,13,84,3,0.9036144578313252,0.0344827586206896,0.8354430379746836,0.7894736842105263,19.0,1.25,20.0,HELLCATS,HELLCATS,3.77272727272727,3.46153846153846,3.58620689655172,2.48148148148148,2.37931034482759,n,1,3,1.3617,0.7782,-17.137540746110844,,,0.0,0.0,0.0,0.0,0.04320102660689563
148,ATLANTA,ATLANTA,66,13,85,3,0.9041916167664672,0.034090909090909,0.8354430379746836,0.04,25.0,1.0714285714285714,28.0,ATLANTA,ATLANTA,2.72727272727273,4.5,4.51724137931035,3.92592592592593,3.17241379310345,n,2,4,2.525,2.233,-11.768444478334994,2.323204,4.343805,0.0,0.0,0.0,0.0,0.11615686397821676
149,UNDERGRADUATE,UNDERGRADUATE,66,13,72,20,0.8070175438596491,0.217391304347826,0.8354430379746836,0.8888888888888888,27.0,1.1071428571428572,28.0,UNDERGRADUATE,UNDERGRADUATE,2.52173913043478,3.59259259259259,4.69230769230769,3.125,3.46428571428571,n,1,2,1.3617,1.3617,-12.065539183436371,1.60107,3.135494,0.0,0.0,0.0,0.0,0.04596140608743855
150,COWBELL,COWBELL,66,13,72,12,0.8466257668711656,0.1428571428571428,0.8354430379746836,0.1111111111111111,27.0,1.3571428571428572,28.0,COWBELL,COWBELL,2.95454545454545,4.88461538461539,4.51724137931035,4.66666666666667,3.48275862068966,n,1,1,1.0414,0.9542,-16.43058942132786,,,,,,,0.07054174773573936
151,OUIJA,OUIJA,66,13,88,0,0.9221556886227544,0.0,0.8354430379746836,0.0588235294117647,17.0,1.0476190476190477,21.0,OUIJA,OUIJA,3.86363636363636,3.38461538461538,3.85714285714286,3.92,2.92857142857143,n,1,2,1.3222,1.301,-15.44492460795823,,,0.0,0.0,0.0,0.0,0.06866642630824481
152,BALLS,BALLS,71,14,86,7,0.8820224719101124,0.075268817204301,0.8352941176470589,2.333333333333333,27.0,2.607142857142857,28.0,BALLS,BALLS,3.36363636363636,4.62962962962963,4.88461538461539,4.70833333333333,3.07142857142857,n,13,30,3.3115,3.0577,-11.215591890507598,3.178054,5.209486,10.0,17.0,2.3978952727983707,2.8903717578961645,0.11892060364311234
153,YOGA,YOGA,76,15,82,13,0.8494623655913979,0.1368421052631579,0.8351648351648352,0.2962962962962963,27.0,1.103448275862069,29.0,YOGA,YOGA,2.36363636363636,3.73076923076923,4.68965517241379,4.51851851851852,4.27586206896552,n,2,2,2.3579,2.1644,-12.087308054745325,,,2.0,2.0,1.0986122886681098,1.0986122886681098,0.09039643887680791
154,TANGO,TANGO,60,12,68,13,0.8366013071895425,0.1604938271604938,0.8333333333333334,0.7777777777777778,27.0,1.827586206896552,29.0,TANGO,TANGO,4.09090909090909,3.88461538461538,4.24137931034483,4.07692307692308,3.79310344827586,n,3,3,2.4393,2.0719,-13.674091023369488,,,2.0,2.0,1.0986122886681098,1.0986122886681098,0.10030900052965888
155,EMBEZZLER,EMBEZZLER,60,12,74,7,0.8758169934640523,0.0864197530864197,0.8333333333333334,1.5217391304347827,23.0,1.1111111111111112,27.0,EMBEZZLER,EMBEZZLER,4.05555555555556,3.32142857142857,4.51851851851852,2.56521739130435,1.5,n,1,3,1.3424,1.2553,-16.78173988609057,,,0.0,0.0,0.0,0.0,0.03818020205904282
156,BRITANNICA,BRITANNICA,70,14,85,5,0.8908045977011494,0.0555555555555555,0.8333333333333334,0.1818181818181818,22.0,1.36,25.0,BRITANNICA,BRITANNICA,2.45454545454545,3.46153846153846,3.96428571428571,2.76,3.48148148148148,,0,0,1.1139,1.1139,-14.00623392525588,,,,,,,0.04242344338693183
157,BOMBAY,BOMBAY,50,10,59,8,0.8582677165354331,0.1194029850746268,0.8333333333333334,0.1304347826086956,23.0,1.36,25.0,BOMBAY,BOMBAY,3.81818181818182,4.46153846153846,3.75,3.72,3.25925925925926,n,1,2,2.0719,1.6435,-12.655844904030442,1.354546,3.091042,0.0,0.0,0.0,0.0,0.08839878559343452
158,BARBARA,BARBARA,70,14,84,8,0.875,0.0869565217391304,0.8333333333333334,0.0909090909090909,22.0,1.1538461538461535,26.0,BARBARA,BARBARA,2.47826086956522,3.66666666666667,3.96153846153846,2.66666666666667,3.14285714285714,,0,0,3.0626,2.5065,-11.19712079677215,1.858899,4.477337,0.0,0.0,0.0,0.0,0.11645977788638036
159,TITHING,TITHING,65,13,82,3,0.901840490797546,0.0352941176470588,0.8333333333333334,1.0,19.0,1.1176470588235294,17.0,TITHING,TITHING,2.4,2.76,3.96428571428571,2.36,3.17857142857143,v,4,4,0.4771,0.4771,-14.881369776795545,,,,,,,0.07324484369690835
160,DEPOT,DEPOT,70,14,84,10,0.8651685393258427,0.1063829787234042,0.8333333333333334,1.9310344827586208,29.0,1.5185185185185186,27.0,DEPOT,DEPOT,2.58333333333333,4.04,4.56666666666667,3.32142857142857,3.0,n,2,8,2.179,1.9912,-12.649779390743763,2.159484,3.218876,1.0,2.0,0.6931471805599453,1.0986122886681098,0.0989545776506513
161,NIAGARA,NIAGARA,65,13,85,5,0.8928571428571429,0.0555555555555555,0.8333333333333334,0.391304347826087,23.0,1.1666666666666667,24.0,NIAGARA,NIAGARA,3.27777777777778,4.07142857142857,4.64285714285714,4.21739130434783,3.71428571428571,n,2,4,2.1987,1.8633,-13.470096751393118,1.812379,3.610918,0.0,0.0,0.0,0.0,0.09334866908258245
162,BRANDY,BRANDY,60,12,68,14,0.8311688311688312,0.1707317073170731,0.8333333333333334,0.5909090909090909,22.0,1.8148148148148149,27.0,BRANDY,BRANDY,3.38095238095238,4.38461538461539,4.58333333333333,4.6,3.88461538461538,n,1,1,2.7543,2.4594,-12.269725324260346,1.791759,3.135494,4.0,5.0,1.6094379124341005,1.791759469228055,0.11125654904666381
163,ZOMBIES,ZOMBIES,60,12,68,6,0.8767123287671232,0.081081081081081,0.8333333333333334,1.3636363636363635,22.0,1.3666666666666667,30.0,ZOMBIES,ZOMBIES,4.08695652173913,3.76,4.62962962962963,4.81481481481481,1.7037037037037,n,5,15,2.0645,1.7853,-13.233060050570066,,,1.0,0.0,0.6931471805599453,0.0,0.12056119534504116
164,MANIFEST,MANIFEST,70,14,82,14,0.8444444444444444,0.1458333333333333,0.8333333333333334,2.16,25.0,1.8333333333333333,24.0,MANIFEST,MANIFEST,3.0,2.69230769230769,4.60714285714286,2.16,3.14814814814815,n,5,14,2.2765,2.1173,-11.288696791291343,2.72458,3.7612,2.0,2.0,1.0986122886681098,1.0986122886681098,0.1361775675982609
165,MAHJONG,MAHJONG,79,16,103,4,0.900990099009901,0.0373831775700934,0.8315789473684211,0.0,21.0,1.0740740740740742,27.0,MAHJONG,MAHJONG,2.82608695652174,4.0,3.96153846153846,3.95833333333333,3.53571428571429,n,1,2,1.9542,1.6435,-16.357713226423172,,,0.0,0.0,0.0,0.0,0.0786276461159478
166,SQUIRRELS,SQUIRRELS,69,14,79,13,0.8457142857142858,0.1413043478260869,0.8313253012048193,0.4444444444444444,27.0,1.4482758620689655,29.0,SQUIRRELS,SQUIRRELS,3.13636363636364,4.96153846153846,4.86206896551724,5.0,3.62068965517241,n,2,2,2.0253,1.8808,-13.459401896098106,1.921813,4.343805,1.0,2.0,0.6931471805599453,1.0986122886681098,0.1155794420115567
167,HOARDING,HOARDING,69,14,74,17,0.8218390804597702,0.1868131868131868,0.8313253012048193,1.8695652173913044,23.0,1.1851851851851851,27.0,HOARDING,HOARDING,3.61111111111111,2.60714285714286,4.89285714285714,3.52173913043478,1.64285714285714,n,3,15,1.5315,1.5185,-13.702631550364137,,,2.0,5.0,1.0986122886681098,1.791759469228055,0.11108157995937214
168,HOOTENANNY,HOOTENANNY,64,13,78,3,0.8987341772151899,0.037037037037037,0.8311688311688312,1.45,20.0,1.0454545454545454,22.0,HOOTENANNY,HOOTENANNY,3.8695652173913,2.44444444444444,3.88461538461538,2.33333333333333,3.53571428571429,,0,0,1.0792,1.0,-17.549380407497097,,,,,,,0.0643326397951325
169,BARBECUED,BARBECUED,64,13,85,3,0.9030303030303032,0.034090909090909,0.8311688311688312,1.8333333333333333,24.0,1.5555555555555556,27.0,BARBECUED,BARBECUED,3.63636363636364,3.72,4.83333333333333,4.19230769230769,4.19230769230769,v,2,5,1.6435,1.5563,-15.00351999181074,,,2.0,2.0,1.0986122886681098,1.0986122886681098,0.09846377622006564
170,SWEETIE,SWEETIE,64,13,77,5,0.8867924528301887,0.0609756097560975,0.8311688311688312,2.8076923076923075,26.0,1.3928571428571428,28.0,SWEETIE,SWEETIE,3.17391304347826,2.03846153846154,4.84615384615385,2.54166666666667,4.5,n,1,4,3.4365,3.1948,-13.061728011420476,,,0.0,7.0,0.0,2.079441541679836,0.11573012112646014
171,WOOF,WOOF,59,12,64,14,0.825503355704698,0.1794871794871795,0.8309859154929577,1.7,20.0,1.206896551724138,29.0,WOOF,WOOF,3.04166666666667,2.6,4.44444444444444,2.40740740740741,3.77777777777778,n,1,4,2.1523,1.7076,-14.606709975868997,1.531476,2.197225,9.0,11.0,2.302585092994046,2.4849066497880004,0.07194884396970001
172,YANG,YANG,59,12,63,12,0.8356164383561644,0.16,0.8309859154929577,0.2857142857142857,14.0,1.1578947368421053,19.0,YANG,YANG,2.29411764705882,1.82142857142857,3.46428571428571,2.26086956521739,3.35714285714286,n,1,1,2.4031,1.8062,-11.43078152284687,0.154151,1.098612,14.0,19.0,2.70805020110221,2.995732273553991,0.07355802561116732
173,PIRANHA,PIRANHA,73,15,93,2,0.907103825136612,0.0210526315789473,0.8295454545454546,0.4545454545454545,22.0,1.1923076923076923,26.0,PIRANHA,PIRANHA,4.5,4.76923076923077,4.70833333333333,4.80769230769231,1.65384615384615,n,2,7,1.7853,1.5563,-15.588677833341892,,,1.0,1.0,0.6931471805599453,0.6931471805599453,0.08462470609829761
174,AHOY,AHOY,68,14,80,12,0.8505747126436781,0.1304347826086956,0.8292682926829268,1.8571428571428568,28.0,1.2592592592592593,27.0,AHOY,AHOY,3.625,2.44,4.33333333333333,2.07142857142857,3.64285714285714,,0,0,2.2788,1.9956,-15.672242897626871,,,2.0,4.0,1.0986122886681098,1.6094379124341005,0.05740716668769694
175,EDEN,EDEN,68,14,86,9,0.8700564971751412,0.0947368421052631,0.8292682926829268,1.137931034482759,29.0,1.56,25.0,EDEN,EDEN,3.58333333333333,2.76,4.2,3.35714285714286,3.78571428571429,n,2,8,2.301,1.9731,-11.928514783500017,1.504077,2.833213,2.0,3.0,1.0986122886681098,1.3862943611198906,0.11174873460500752
176,KINKY,KINKY,68,14,81,11,0.8563218390804598,0.1195652173913043,0.8292682926829268,2.7857142857142856,28.0,1.7407407407407407,27.0,KINKY,KINKY,4.66666666666667,1.79166666666667,4.7,3.28571428571429,3.28571428571429,s,3,12,2.1847,2.1072,-14.198256985701985,,,4.0,6.0,1.6094379124341005,1.9459101490553128,0.11223030629195078
177,CHAMBERMAID,CHAMBERMAID,68,14,83,7,0.877906976744186,0.0777777777777777,0.8292682926829268,1.4166666666666667,24.0,1.0416666666666667,24.0,CHAMBERMAID,CHAMBERMAID,3.04545454545455,4.30769230769231,4.21428571428571,4.20833333333333,2.85714285714286,n,1,2,1.5051,1.3802,-15.041947645260388,,,0.0,0.0,0.0,0.0,0.06729082252095749
178,PICARD,PICARD,63,13,72,7,0.8709677419354839,0.0886075949367088,0.8289473684210527,0.0,14.0,1.125,16.0,PICARD,PICARD,2.86363636363636,3.15384615384615,2.46428571428571,2.8,3.21428571428571,,0,0,1.8976,1.2304,-13.92734427033605,,,0.0,1.0,0.0,0.6931471805599453,0.0498047856897962
179,CORRESPONDENCE,CORRESPONDENCE,48,10,56,12,0.8253968253968254,0.1764705882352941,0.8275862068965517,2.590909090909091,22.0,1.3793103448275863,29.0,CORRESPONDENCE,CORRESPONDENCE,2.66666666666667,3.2,4.62962962962963,2.77777777777778,3.66666666666667,n,5,12,2.0645,1.9823,-10.982971078066544,2.596498,4.672829,0.0,2.0,0.0,1.0986122886681098,0.0635762866566586
180,TESLA,TESLA,72,15,82,11,0.8555555555555555,0.1182795698924731,0.8275862068965517,0.125,16.0,1.4782608695652173,23.0,TESLA,TESLA,3.84210526315789,3.64,3.51851851851852,3.08333333333333,3.64285714285714,n,2,3,1.6435,0.9542,-13.8271890633753,,,0.0,0.0,0.0,0.0,0.06806967146171589
181,CRAPPY,CRAPPY,72,15,86,13,0.8494623655913979,0.1313131313131313,0.8275862068965517,3.9130434782608696,23.0,1.851851851851852,27.0,CRAPPY,CRAPPY,3.0952380952381,1.61538461538462,4.79166666666667,2.04,1.5,s,1,7,2.4048,2.3424,-14.35581004223326,,,1.0,8.0,0.6931471805599453,2.19722457733622,0.13392640744068704
182,BUTTERMILK,BUTTERMILK,67,14,83,8,0.872093023255814,0.0879120879120879,0.8271604938271605,0.4583333333333333,24.0,1.148148148148148,27.0,BUTTERMILK,BUTTERMILK,2.08,4.88,4.78571428571429,4.34615384615385,3.67857142857143,n,1,1,1.7993,1.6021,-13.801513968846743,1.276293,2.197225,0.0,0.0,0.0,0.0,0.08204236045146791
183,POPE,POPE,67,14,78,10,0.8579881656804734,0.1136363636363636,0.8271604938271605,0.3461538461538461,26.0,1.1851851851851851,27.0,POPE,POPE,2.65217391304348,4.18518518518519,4.73076923076923,4.875,3.53571428571429,n,2,9,2.738,2.3927,-11.066810355100136,2.251292,4.442651,14.0,21.0,2.70805020110221,3.091042453358316,0.11961247384015031
184,SALMON,SALMON,67,14,73,13,0.8383233532934131,0.1511627906976744,0.8271604938271605,0.3636363636363636,22.0,1.6785714285714286,28.0,SALMON,SALMON,2.5,4.88461538461539,4.70833333333333,4.88,3.57692307692308,n,5,8,2.525,2.2672,-11.70280991711279,2.251292,4.430817,2.0,10.0,1.0986122886681098,2.3978952727983707,0.09935930284327187
185,PENNSYLVANIA,PENNSYLVANIA,67,14,82,5,0.8869047619047619,0.057471264367816,0.8271604938271605,0.25,24.0,1.0344827586206895,29.0,PENNSYLVANIA,PENNSYLVANIA,2.25,4.4,4.66666666666667,4.07407407407407,3.33333333333333,n,3,7,2.3802,2.2227,-11.095591133164213,3.026504,5.645447,0.0,0.0,0.0,0.0,0.11731707511830809
186,MOOLAH,MOOLAH,67,14,83,4,0.8928571428571429,0.0459770114942528,0.8271604938271605,3.692307692307693,26.0,1.1153846153846154,26.0,MOOLAH,MOOLAH,4.20833333333333,3.52,3.96666666666667,3.57142857142857,4.0,n,1,19,1.0414,1.0414,-17.18470399981155,,,,,,,0.1108592817724152
187,POE,POE,62,13,74,8,0.8662420382165605,0.0975609756097561,0.8266666666666667,0.125,16.0,1.25,24.0,POE,POE,3.19047619047619,3.2962962962963,3.76923076923077,3.0,2.78571428571429,n,1,2,2.243,1.6812,-12.79973622878918,1.203973,2.995732,24.0,53.0,3.218875824868201,3.9889840465642745,0.07451580545509687
188,HIPPOPOTAMUS,HIPPOPOTAMUS,62,13,73,6,0.8766233766233766,0.0759493670886076,0.8266666666666667,0.2592592592592592,27.0,1.0344827586206895,29.0,HIPPOPOTAMUS,HIPPOPOTAMUS,3.09090909090909,5.0,4.72413793103448,5.0,3.58620689655172,n,1,4,1.4624,1.2788,-15.016578500081966,1.777773,2.833213,0.0,0.0,0.0,0.0,0.08298713281848491
189,COSMOPOLITAN,COSMOPOLITAN,62,13,63,17,0.8064516129032258,0.2125,0.8266666666666667,1.7586206896551724,29.0,2.185185185185185,27.0,COSMOPOLITAN,COSMOPOLITAN,3.54166666666667,2.64,4.5,2.89285714285714,3.5,n,4,12,1.7782,1.7324,-12.3628724685879,2.178532,2.564949,0.0,0.0,0.0,0.0,0.10361401951346766
190,CHOWDER,CHOWDER,71,15,90,5,0.8895027624309392,0.0526315789473684,0.8255813953488372,0.8,20.0,1.1851851851851851,27.0,CHOWDER,CHOWDER,2.25,4.16,4.59259259259259,4.08333333333333,3.75,n,1,1,1.9191,1.5911,-14.640397942042748,1.321756,2.302585,0.0,3.0,0.0,1.3862943611198906,0.09009963738164531
191,LILIES,LILIES,71,15,84,12,0.8516483516483516,0.125,0.8255813953488372,0.3333333333333333,24.0,1.2222222222222223,27.0,LILIES,LILIES,2.61111111111111,4.57142857142857,4.75,4.8695652173913,4.46428571428571,n,1,1,1.9912,1.8692,-13.36813606170295,2.474435,3.526361,0.0,3.0,0.0,1.3862943611198906,0.09409282376515722
192,MACBETH,MACBETH,71,15,95,1,0.912087912087912,0.0104166666666666,0.8255813953488372,0.3333333333333333,18.0,1.1153846153846154,26.0,MACBETH,MACBETH,3.27272727272727,3.61538461538462,4.25,3.23076923076923,2.88461538461538,n,1,1,2.0792,1.6721,-12.801096586278788,0.847298,2.302585,0.0,0.0,0.0,0.0,0.08462665932268286
193,VOGUE,VOGUE,71,15,80,10,0.8579545454545454,0.1111111111111111,0.8255813953488372,1.809523809523809,21.0,2.0,24.0,VOGUE,VOGUE,3.18181818181818,2.12,4.42857142857143,2.6,3.62962962962963,n,2,4,2.0792,1.7924,-13.23131690350183,,,2.0,4.0,1.0986122886681098,1.6094379124341005,0.11336383340678846
194,CHASTITY,CHASTITY,52,11,61,11,0.837037037037037,0.1527777777777778,0.8253968253968254,2.2962962962962963,27.0,1.4482758620689655,29.0,CHASTITY,CHASTITY,1.95454545454545,2.11538461538462,4.55172413793103,2.07407407407407,3.06896551724138,n,2,6,1.8751,1.7482,-13.197386615352787,,,0.0,0.0,0.0,0.0,0.09947598071287311
195,UNINTERRUPTED,UNINTERRUPTED,66,14,64,29,0.7514450867052023,0.3118279569892473,0.825,3.0416666666666665,24.0,1.0740740740740742,27.0,UNINTERRUPTED,UNINTERRUPTED,1.88,2.625,4.82142857142857,1.80769230769231,3.64285714285714,s,2,3,1.4472,1.4314,-13.21546520129204,2.272985,2.564949,0.0,0.0,0.0,0.0,0.09626634293887021
196,ARGH,ARGH,66,14,84,8,0.872093023255814,0.0869565217391304,0.825,1.7058823529411764,17.0,1.12,25.0,ARGH,ARGH,3.16,1.79166666666667,3.75,1.53846153846154,2.25,,0,0,2.4713,2.0792,-15.832497824077258,,,2.0,10.0,1.0986122886681098,2.3978952727983707,0.09731273714126078
197,GALILEO,GALILEO,66,14,85,5,0.888235294117647,0.0555555555555555,0.825,0.0,28.0,1.148148148148148,27.0,GALILEO,GALILEO,3.16666666666667,4.52,4.2,3.64285714285714,3.5,n,1,2,2.0043,1.3424,-12.780903241303774,1.437067,3.988984,1.0,0.0,0.6931471805599453,0.0,0.06848689671262288
198,TOMCATS,TOMCATS,61,13,73,6,0.8758169934640523,0.0759493670886076,0.8243243243243243,0.5217391304347826,23.0,1.5,24.0,TOMCATS,TOMCATS,3.0,3.48148148148148,4.28571428571429,4.39130434782609,3.14285714285714,n,1,2,1.0,0.7782,-17.096305853862695,,,,,,,0.04430653854483801
199,ELVIS,ELVIS,61,13,77,8,0.8679245283018868,0.0941176470588235,0.8243243243243243,0.0769230769230769,26.0,1.0344827586206895,29.0,ELVIS,ELVIS,3.63636363636364,4.53846153846154,4.6551724137931,4.81481481481481,3.89655172413793,n,1,12,2.7308,2.3324,-12.784392204723677,,,2.0,2.0,1.0986122886681098,1.0986122886681098,0.12462194887871796
200,AW,AW,75,16,90,6,0.8823529411764706,0.0625,0.8241758241758241,1.0,11.0,1.5,16.0,AW,AW,2.80952380952381,1.88461538461538,3.125,1.56,3.76923076923077,,0,0,3.3181,3.0931,-12.613570302841286,,,16.0,34.0,2.833213344056216,3.555348061489413,0.07882860464638372
201,BEIGE,BEIGE,75,16,88,8,0.8716577540106952,0.0833333333333333,0.8241758241758241,1.368421052631579,19.0,1.2307692307692308,26.0,BEIGE,BEIGE,1.6,3.16,4.75,4.25,2.92857142857143,n,2,3,1.8451,1.716,-13.438074180556642,2.215574,2.70805,0.0,22.0,0.0,3.1354942159291497,0.07782718333417686
