,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
1685,TO ERUPT,to erupt,VERB,,0.7664670658682635,53,25,75,14,1.72413793103448,2.4347826086956497,-14.868831436802258,-13.741200294949275,4.523809523809519,3.3636363636363598,4.75862068965517,3.72,1.92857142857143,29,0.580000000000001,23,3.43478260869565,0.2911392405063293,mm_mar_2013,TO ERUPT,to,ERUPT,erupt,1.0,0.15730337078651685,0.6794871794871795
1686,TO ESTABLISH,to establish,VERB,,0.7025316455696202,40,37,71,10,1.68,2.54545454545455,-10.505609325159774,-9.970895834116584,2.61904761904762,2.3333333333333304,4.82142857142857,1.6551724137931,3.65384615384615,25,0.5952380952380952,22,3.54545454545455,0.2820512820512817,mm_mar_2013,TO ESTABLISH,to,ESTABLISH,establish,1.0,0.12345679012345677,0.5194805194805194
1687,TO EVACUATE,to evacuate,VERB,,0.7878787878787878,59,19,71,16,1.74074074074074,2.76,-14.033788787151995,-13.594155537358064,4.30434782608696,3.59259259259259,4.85714285714286,3.13793103448276,2.07692307692308,27,0.5744680851063833,25,3.76,0.26595744680851063,mm_mar_2013,TO EVACUATE,to,EVACUATE,evacuate,1.0,0.1839080459770115,0.7564102564102564
1688,TO EVEN,to even,VERB,,0.6913580246913579,35,42,77,8,2.07407407407407,2.125,-12.40009042449142,-7.2015263003775765,2.3043478260869596,2.48148148148148,4.357142857142859,1.75862068965517,3.44,27,0.4821428571428581,24,3.125,0.32,mm_mar_2013,TO EVEN,to,EVEN,even,1.0,0.09411764705882353,0.4545454545454545
1689,TO EVICT,to evict,VERB,,0.7722222222222223,58,28,81,13,1.3666666666666698,2.23076923076923,-15.234463774402792,-14.784238399956827,3.59090909090909,3.03448275862069,4.5,2.57692307692308,1.5666666666666698,30,0.7317073170731689,26,3.23076923076923,0.3095238095238096,mm_mar_2013,TO EVICT,to,EVICT,evict,1.0,0.13829787234042554,0.6744186046511628
1690,TO EXAGGERATE,to exaggerate,VERB,,0.6903225806451613,44,30,63,18,1.1923076923076898,2.42857142857143,-14.332779217146795,-13.414520856729705,3.65,2.23076923076923,4.92857142857143,1.9655172413793103,2.34615384615385,26,0.8387096774193564,21,3.4285714285714306,0.2916666666666665,mm_mar_2013,TO EXAGGERATE,to,EXAGGERATE,exaggerate,1.0,0.2222222222222222,0.5945945945945946
1691,TO EXAMINE,to examine,VERB,,0.7,50,32,83,25,1.26923076923077,3.65217391304348,-11.095721758248267,-10.285199970802426,2.91304347826087,2.875,4.76190476190476,2.56,3.2,26,0.7878787878787874,23,4.65217391304348,0.2149532710280373,mm_mar_2013,TO EXAMINE,to,EXAMINE,examine,1.0,0.2314814814814815,0.6097560975609756
1692,TO EXCEL,to excel,VERB,,0.779874213836478,54,23,70,12,1.7037037037037,3.84,-14.02302091979741,-11.45132495804713,4.4782608695652195,2.03703703703704,4.82142857142857,2.10344827586207,4.30769230769231,27,0.5869565217391317,25,4.84,0.2066115702479339,mm_mar_2013,TO EXCEL,to,EXCEL,excel,1.0,0.14634146341463414,0.7012987012987013
1693,TO EXCHANGE,to exchange,VERB,,0.6134969325153374,43,34,57,29,1.33333333333333,2.88461538461538,-12.881087859934444,-9.438244210083463,2.8636363636363598,2.80769230769231,4.82142857142857,3.0,3.5384615384615397,27,0.7500000000000019,26,3.88461538461538,0.2574257425742577,mm_mar_2013,TO EXCHANGE,to,EXCHANGE,exchange,1.0,0.3372093023255814,0.5584415584415584
1694,TO EXCOMMUNICATE,to excommunicate,VERB,,0.8137931034482758,50,20,68,7,1.24,1.7083333333333302,-16.81161760975247,-15.774143524369375,3.0416666666666696,2.53846153846154,4.46153846153846,2.0,1.57142857142857,25,0.8064516129032259,24,2.7083333333333304,0.3692307692307697,mm_mar_2013,TO EXCOMMUNICATE,to,EXCOMMUNICATE,excommunicate,1.0,0.09333333333333334,0.7142857142857143
1695,TO EXPIRE,to expire,VERB,,0.7058823529411765,53,38,79,17,1.8620689655172398,2.95652173913043,-14.709575849674748,-13.511940400091774,2.3333333333333304,2.5652173913043503,4.85714285714286,2.28,1.89285714285714,29,0.5370370370370374,23,3.95652173913043,0.2527472527472531,mm_mar_2013,TO EXPIRE,to,EXPIRE,expire,1.0,0.17708333333333334,0.5824175824175825
1696,TO EXTRACT,to extract,VERB,,0.6815286624203821,56,16,51,34,1.52,2.38095238095238,-12.433761808053553,-11.047622765018414,3.15,2.77777777777778,4.96428571428571,2.24137931034483,3.0,25,0.6578947368421053,21,3.3809523809523796,0.29577464788732405,mm_mar_2013,TO EXTRACT,to,EXTRACT,extract,1.0,0.4,0.7777777777777778
1697,TO FABRICATE,to fabricate,VERB,,0.7594936708860759,47,26,73,12,1.6666666666666698,2.9615384615384603,-14.36227021773202,-13.952823969941823,3.59090909090909,2.48148148148148,4.64285714285714,2.28571428571429,2.76923076923077,27,0.5999999999999988,26,3.9615384615384603,0.2524271844660195,mm_mar_2013,TO FABRICATE,to,FABRICATE,fabricate,1.0,0.1411764705882353,0.6438356164383562
1698,TO FADE,to fade,VERB,,0.7160493827160493,39,38,77,8,2.1481481481481497,2.53846153846154,-13.478945364837106,-12.137423923963905,2.0,2.57692307692308,4.8846153846153895,2.8,2.46428571428571,27,0.4655172413793099,26,3.5384615384615397,0.2826086956521738,mm_mar_2013,TO FADE,to,FADE,fade,1.0,0.09411764705882353,0.5064935064935064
1699,TO FASTEN,to fasten,VERB,,0.6716417910447762,30,33,60,11,1.3703703703703702,3.25,-14.605156356503059,-13.474488402823935,2.84,3.4,4.730769230769231,3.3333333333333304,3.3,27,0.7297297297297299,24,4.25,0.2352941176470588,mm_mar_2013,TO FASTEN,to,FASTEN,fasten,1.0,0.15492957746478872,0.4761904761904762
1700,TO FAWN,to fawn,VERB,,0.8193548387096774,54,20,73,8,1.42307692307692,2.1,-17.019592910155602,-13.753217811133432,2.9047619047618998,2.55555555555556,4.25,2.06896551724138,3.30769230769231,26,0.7027027027027042,20,3.1,0.3225806451612903,mm_mar_2013,TO FAWN,to,FAWN,fawn,1.0,0.09876543209876544,0.7297297297297297
1701,TO FAX,to fax,VERB,,0.8378378378378378,48,22,76,2,1.03448275862069,0.615384615384615,-16.558364290137355,-11.472434159893371,2.0,3.75862068965517,4.8,3.84615384615385,2.9310344827586206,29,0.9666666666666665,26,1.615384615384615,0.6190476190476192,mm_mar_2013,TO FAX,to,FAX,fax,1.0,0.02564102564102564,0.6857142857142857
1702,TO FEAR,to fear,VERB,,0.7228915662650602,51,29,69,17,1.44,3.42307692307692,-12.456344378448119,-9.269381929581275,3.4583333333333304,2.07692307692308,4.8846153846153895,2.56666666666667,1.42857142857143,25,0.6944444444444444,26,4.42307692307692,0.2260869565217393,mm_mar_2013,TO FEAR,to,FEAR,fear,1.0,0.19767441860465115,0.6375
1703,TO FEAST,to feast,VERB,,0.7465753424657534,38,31,71,6,1.42307692307692,2.45454545454545,-15.045194588478253,-11.659566231664991,4.0,3.18518518518519,5.0,3.53571428571429,4.653846153846151,26,0.7027027027027042,22,3.45454545454545,0.28947368421052666,mm_mar_2013,TO FEAST,to,FEAST,feast,1.0,0.07792207792207792,0.5507246376811594
1704,TO FEEL,to feel,VERB,,0.6666666666666666,35,47,81,11,2.03703703703704,3.5,-10.574882726612454,-8.506700951105028,3.96,2.3076923076923097,4.8846153846153895,2.22222222222222,3.9,27,0.4909090909090902,24,4.5,0.2222222222222222,mm_mar_2013,TO FEEL,to,FEEL,feel,1.0,0.11956521739130435,0.4268292682926829
1705,TO FENCE,to fence,VERB,,0.7831325301204819,54,26,76,10,2.08,1.75,-15.780751291616438,-11.30790858919103,3.52380952380952,3.22222222222222,4.78571428571429,3.86206896551724,3.34615384615385,25,0.4807692307692307,20,2.75,0.3636363636363637,mm_mar_2013,TO FENCE,to,FENCE,fence,1.0,0.11627906976744184,0.675
1706,TO FEUD,to feud,VERB,,0.7834394904458599,47,27,76,7,1.3703703703703702,3.07692307692308,-18.371537796485384,-13.538999752573242,4.0,2.3333333333333304,4.5,2.67857142857143,1.7692307692307698,27,0.7297297297297299,26,4.07692307692308,0.24528301886792436,mm_mar_2013,TO FEUD,to,FEUD,feud,1.0,0.08433734939759037,0.6351351351351351
1707,TO FIGHT,to fight,VERB,,0.6358381502890174,42,39,68,24,1.69230769230769,3.76190476190476,-10.981598531444538,-9.784870075303838,4.79166666666667,3.7,4.89655172413793,3.64,1.85185185185185,26,0.5909090909090917,21,4.76190476190476,0.21000000000000008,mm_mar_2013,TO FIGHT,to,FIGHT,fight,1.0,0.2608695652173913,0.5185185185185185
1708,TO FILCH,to filch,VERB,,0.8536585365853658,60,19,80,5,1.0952380952381,2.88235294117647,-17.583080424350175,-16.408125235278984,3.5217391304347796,3.0,2.85714285714286,2.1724137931034497,2.3846153846153797,21,0.9130434782608656,17,3.88235294117647,0.2575757575757576,mm_mar_2013,TO FILCH,to,FILCH,filch,1.0,0.05882352941176471,0.7594936708860759
1709,TO FILE,to file,VERB,,0.8274111675126904,70,23,93,11,2.37931034482759,2.1923076923076903,-12.554187039159205,-9.550547947647127,1.72727272727273,2.86206896551724,4.7,3.0,2.96666666666667,29,0.4202898550724632,26,3.19230769230769,0.313253012048193,mm_mar_2013,TO FILE,to,FILE,file,1.0,0.10576923076923077,0.7526881720430108
1710,TO FILL,to fill,VERB,,0.7258064516129032,49,39,86,12,1.61538461538462,2.6153846153846203,-11.294855451424748,-10.295738612528565,3.09090909090909,3.2592592592592595,4.77777777777778,3.0,3.76923076923077,26,0.6190476190476173,26,3.61538461538462,0.27659574468085074,mm_mar_2013,TO FILL,to,FILL,fill,1.0,0.12244897959183673,0.5568181818181818
1711,TO FINISH,to finish,VERB,,0.6973684210526315,40,33,66,13,1.6896551724137898,3.5217391304347796,-11.668990485278465,-10.536491933833592,3.6666666666666696,2.82608695652174,4.85714285714286,2.84,4.25,29,0.5918367346938787,23,4.5217391304347805,0.2211538461538463,mm_mar_2013,TO FINISH,to,FINISH,finish,1.0,0.16455696202531644,0.547945205479452
1712,TO FIRM UP,to firm up,VERB,,0.7514450867052023,42,41,88,2,1.8148148148148102,2.4347826086956497,-16.366491575951965,-15.832700603275175,3.16,2.3846153846153797,4.46153846153846,2.07407407407407,3.6,27,0.5510204081632668,23,3.43478260869565,0.2911392405063293,mm_mar_2013,TO FIRM UP,to,FIRM UP,firm up,1.0,0.022222222222222227,0.5060240963855421
1713,TO FLOURISH,to flourish,VERB,,0.7191011235955056,52,32,76,18,1.55555555555556,3.48,-13.633950483771342,-12.353211280614573,4.08695652173913,2.2592592592592595,4.71428571428571,2.1785714285714297,4.53846153846154,27,0.642857142857141,25,4.48,0.2232142857142857,mm_mar_2013,TO FLOURISH,to,FLOURISH,flourish,1.0,0.1914893617021277,0.6190476190476191
1714,TO FLUCTUATE,to fluctuate,VERB,,0.7207792207792207,38,35,73,8,1.26923076923077,2.7826086956521703,-15.41852324317491,-13.712484154101816,3.28,2.3076923076923097,4.6153846153846105,2.1111111111111103,2.8,26,0.7878787878787874,23,3.7826086956521703,0.2643678160919543,mm_mar_2013,TO FLUCTUATE,to,FLUCTUATE,fluctuate,1.0,0.09876543209876544,0.5205479452054794
1715,TO FLY,to fly,VERB,,0.7862068965517242,50,18,64,13,1.74074074074074,2.03846153846154,-12.046299479366631,-10.528215094645672,3.65217391304348,3.69230769230769,4.96153846153846,3.96666666666667,4.071428571428569,27,0.5744680851063833,26,3.0384615384615397,0.3291139240506327,mm_mar_2013,TO FLY,to,FLY,fly,1.0,0.16883116883116886,0.7352941176470589
1716,TO FORFEIT,to forfeit,VERB,,0.7924528301886793,45,30,81,3,1.46153846153846,2.76923076923077,-15.250833370514494,-13.703348626369975,2.60869565217391,2.69230769230769,4.6153846153846105,1.96666666666667,1.7857142857142903,26,0.6842105263157903,26,3.76923076923077,0.26530612244897955,mm_mar_2013,TO FORFEIT,to,FORFEIT,forfeit,1.0,0.03571428571428571,0.6
1717,TO FORGIVE,to forgive,VERB,,0.7088607594936709,41,34,71,12,1.18518518518519,1.92,-12.55158588377576,-11.090942495142412,3.19047619047619,1.74074074074074,4.846153846153849,1.9642857142857097,4.653846153846151,27,0.8437499999999966,25,2.92,0.3424657534246575,mm_mar_2013,TO FORGIVE,to,FORGIVE,forgive,1.0,0.14457831325301204,0.5466666666666666
1718,TO FRACTURE,to fracture,VERB,,0.7228915662650602,44,36,76,10,1.53846153846154,2.46153846153846,-14.860031164526866,-11.112238989050569,3.04347826086957,3.57692307692308,4.730769230769231,3.1666666666666696,1.57142857142857,26,0.6499999999999994,26,3.4615384615384603,0.28888888888888903,mm_mar_2013,TO FRACTURE,to,FRACTURE,fracture,1.0,0.11627906976744184,0.55
1719,TO FRAME,to frame,VERB,,0.7272727272727273,41,28,63,11,1.96,2.2083333333333304,-13.185328035629196,-9.967005870575694,2.82608695652174,3.25,4.86363636363636,3.24,2.7,25,0.5102040816326531,24,3.2083333333333304,0.311688311688312,mm_mar_2013,TO FRAME,to,FRAME,frame,1.0,0.14864864864864866,0.5942028985507246
1720,TO FRUSTRATE,to frustrate,VERB,,0.6687898089171974,42,34,63,18,1.1923076923076898,3.04,-14.861893799400013,-13.892822276190415,3.91304347826087,2.2916666666666696,4.81818181818182,1.7083333333333302,1.72413793103448,26,0.8387096774193564,25,4.04,0.2475247524752475,mm_mar_2013,TO FRUSTRATE,to,FRUSTRATE,frustrate,1.0,0.2222222222222222,0.5526315789473685
1721,TO FUMBLE,to fumble,VERB,,0.7865853658536586,49,30,80,5,1.6666666666666698,2.03846153846154,-15.829833541403609,-14.343587374995069,2.8636363636363598,3.07407407407407,4.888888888888889,3.21428571428571,2.1153846153846203,27,0.5999999999999988,26,3.0384615384615397,0.3291139240506327,mm_mar_2013,TO FUMBLE,to,FUMBLE,fumble,1.0,0.05882352941176471,0.620253164556962
1722,TO FUNNEL,to funnel,VERB,,0.7911392405063291,58,19,67,14,1.7037037037037,2.0,-16.119289494982382,-12.96394806257304,2.4,3.23076923076923,4.57692307692308,3.07692307692308,3.13333333333333,27,0.5869565217391317,22,3.0,0.3333333333333333,mm_mar_2013,TO FUNNEL,to,FUNNEL,funnel,1.0,0.1728395061728395,0.7532467532467533
1723,TO FUSE,to fuse,VERB,,0.7563451776649747,60,35,89,13,1.5925925925925901,2.82608695652174,-14.637275321724074,-12.661712394406447,3.28,3.24,4.30769230769231,2.96296296296296,3.1,27,0.6279069767441872,23,3.82608695652174,0.2613636363636363,mm_mar_2013,TO FUSE,to,FUSE,fuse,1.0,0.12745098039215685,0.631578947368421
1724,TO GAIN,to gain,VERB,,0.6580310880829016,41,50,86,16,1.88888888888889,3.32,-11.005718377284543,-9.822485166013363,3.7391304347826098,2.77777777777778,4.89285714285714,2.03448275862069,3.84615384615385,27,0.529411764705882,25,4.32,0.23148148148148145,mm_mar_2013,TO GAIN,to,GAIN,gain,1.0,0.1568627450980392,0.4505494505494506
1725,TO GALLOP,to gallop,VERB,,0.7816091954022989,60,25,76,13,1.24,1.3,-15.780556564188569,-13.270285819993115,4.0,3.55,4.72413793103448,3.80769230769231,3.71428571428571,25,0.8064516129032259,20,2.3,0.4347826086956522,mm_mar_2013,TO GALLOP,to,GALLOP,gallop,1.0,0.14606741573033707,0.7058823529411765
1726,TO GAPE,to gape,VERB,,0.7352941176470589,55,26,70,19,1.7142857142857097,2.46153846153846,-15.964709704407115,-14.5318256354545,2.95454545454545,2.84615384615385,3.84615384615385,2.7666666666666697,2.53571428571429,21,0.5833333333333348,26,3.4615384615384603,0.28888888888888903,mm_mar_2013,TO GAPE,to,GAPE,gape,1.0,0.21348314606741567,0.6790123456790124
1727,TO GAZE,to gaze,VERB,,0.7037037037037037,49,40,84,16,1.04166666666667,3.12,-13.739536061773093,-10.12744541001093,2.7826086956521703,2.9166666666666696,4.86363636363636,2.84,3.56666666666667,24,0.9599999999999967,25,4.12,0.2427184466019417,mm_mar_2013,TO GAZE,to,GAZE,gaze,1.0,0.16,0.5505617977528089
1728,TO GENERATE,to generate,VERB,,0.6704545454545454,44,42,74,16,1.28,2.95,-11.284437288120289,-10.47902413734219,3.04347826086957,2.6,4.72413793103448,1.69230769230769,3.64285714285714,25,0.78125,20,3.95,0.2531645569620253,mm_mar_2013,TO GENERATE,to,GENERATE,generate,1.0,0.17777777777777778,0.5116279069767442
1729,TO GLARE,to glare,VERB,,0.7039106145251397,47,38,79,15,1.52,3.08,-14.744050288900482,-12.112234651312962,3.5217391304347796,3.125,4.77272727272727,3.12,2.13333333333333,25,0.6578947368421053,25,4.08,0.24509803921568624,mm_mar_2013,TO GLARE,to,GLARE,glare,1.0,0.1595744680851064,0.5529411764705883
1730,TO GLISTEN,to glisten,VERB,,0.8076923076923077,59,29,88,6,1.20833333333333,2.75,-16.833135655109192,-15.064773550317767,4.04166666666667,3.0,4.79310344827586,3.57692307692308,4.21428571428571,24,0.827586206896554,20,3.75,0.26666666666666666,mm_mar_2013,TO GLISTEN,to,GLISTEN,glisten,1.0,0.06382978723404255,0.6704545454545454
1731,TO GOGGLE,to goggle,VERB,,0.8823529411764706,70,11,80,9,1.11111111111111,1.23529411764706,-18.70801007432891,-15.619528623556626,2.82608695652174,2.6,3.4137931034482794,2.0,3.0,18,0.9000000000000009,17,2.23529411764706,0.4473684210526314,mm_mar_2013,TO GOGGLE,to,GOGGLE,goggle,1.0,0.10112359550561796,0.8641975308641975
1732,TO GRATE,to grate,VERB,,0.7314285714285714,57,25,71,22,1.625,2.0,-16.365155806157066,-13.27799064821466,2.91304347826087,3.4583333333333304,4.40909090909091,3.0833333333333304,2.46666666666667,24,0.6153846153846154,24,3.0,0.3333333333333333,mm_mar_2013,TO GRATE,to,GRATE,grate,1.0,0.23655913978494625,0.6951219512195121
1733,TO GRIMACE,to grimace,VERB,,0.8383838383838383,60,24,106,8,1.16,2.03846153846154,-16.862566222986136,-13.359307905654134,2.7826086956521703,3.07692307692308,4.57692307692308,3.5,2.03571428571429,25,0.8620689655172414,26,3.0384615384615397,0.3291139240506327,mm_mar_2013,TO GRIMACE,to,GRIMACE,grimace,1.0,0.07017543859649122,0.7142857142857143
1734,TO GRIND,to grind,VERB,,0.7839506172839507,51,25,76,10,2.06666666666667,2.34782608695652,-14.253747290323062,-12.839893439320605,4.09523809523809,3.7826086956521703,4.72413793103448,3.48,2.67857142857143,30,0.4838709677419347,23,3.34782608695652,0.2987012987012989,mm_mar_2013,TO GRIND,to,GRIND,grind,1.0,0.11627906976744184,0.6710526315789473
1735,TO GRIP,to grip,VERB,,0.7456647398843931,46,35,83,9,1.3666666666666698,3.08695652173913,-14.414715249605837,-11.043372334985435,3.6190476190476204,3.7826086956521703,4.82758620689655,3.375,3.03571428571429,30,0.7317073170731689,23,4.08695652173913,0.2446808510638298,mm_mar_2013,TO GRIP,to,GRIP,grip,1.0,0.09782608695652174,0.5679012345679012
1736,TO GROOVE,to groove,VERB,,0.7978723404255319,64,26,86,12,1.75,2.45,-17.729000666888567,-12.620442523279733,3.7391304347826098,2.65,4.48275862068965,2.76923076923077,3.89285714285714,24,0.5714285714285714,20,3.45,0.2898550724637681,mm_mar_2013,TO GROOVE,to,GROOVE,groove,1.0,0.12244897959183673,0.7111111111111111
1737,TO GROW,to grow,VERB,,0.6983240223463687,40,45,85,9,1.92,2.8,-11.146428792041538,-10.021424508676938,3.39130434782609,3.15,4.89655172413793,2.84615384615385,4.178571428571431,25,0.5208333333333334,20,3.8,0.2631578947368421,mm_mar_2013,TO GROW,to,GROW,grow,1.0,0.09574468085106384,0.4705882352941176
1738,TO GUFFAW,to guffaw,VERB,,0.7865853658536586,52,28,77,7,1.05,2.3333333333333304,-18.510650653256487,-15.415966305637749,3.3333333333333304,2.84615384615385,3.75,2.79310344827586,2.73076923076923,20,0.9523809523809524,18,3.3333333333333304,0.3000000000000003,mm_mar_2013,TO GUFFAW,to,GUFFAW,guffaw,1.0,0.08333333333333333,0.65
1739,TO GUSH,to gush,VERB,,0.7578125,32,26,65,5,1.6666666666666698,2.68181818181818,-16.23407246214975,-14.061264890604827,4.130434782608701,2.7916666666666696,4.59090909090909,2.8,3.4,24,0.5999999999999988,22,3.68181818181818,0.2716049382716051,mm_mar_2013,TO GUSH,to,GUSH,gush,1.0,0.07142857142857142,0.5517241379310345
1740,TO HARMONIZE,to harmonize,VERB,,0.7718120805369127,44,25,71,9,1.55555555555556,1.72,-14.519071760545964,-13.86110065104605,3.18181818181818,2.57692307692308,4.46428571428571,2.03571428571429,4.38461538461539,27,0.642857142857141,25,2.72,0.36764705882352944,mm_mar_2013,TO HARMONIZE,to,HARMONIZE,harmonize,1.0,0.1125,0.6376811594202898
1741,TO HEAD,to head,VERB,,0.7044025157232704,35,39,77,8,2.03846153846154,2.91304347826087,-12.397074070731025,-7.993693677057693,2.8333333333333304,2.32,4.653846153846151,2.07407407407407,3.3333333333333304,26,0.4905660377358487,23,3.91304347826087,0.25555555555555554,mm_mar_2013,TO HEAD,to,HEAD,head,1.0,0.09411764705882353,0.472972972972973
1742,TO HEARTEN,to hearten,VERB,,0.6625766871165644,30,48,78,7,1.28571428571429,1.9375,-17.600948680493747,-16.817427614175948,3.1304347826087002,1.9,3.8275862068965503,1.65384615384615,4.107142857142859,21,0.7777777777777751,16,2.9375,0.3404255319148936,mm_mar_2013,TO HEARTEN,to,HEARTEN,hearten,1.0,0.08235294117647059,0.38461538461538464
1743,TO HEAT,to heat,VERB,,0.7125,40,38,74,8,1.5,2.72,-13.0210470411446,-9.263063826776873,3.45454545454545,3.51851851851852,4.8148148148148096,3.0,3.30769230769231,28,0.6666666666666666,25,3.72,0.26881720430107525,mm_mar_2013,TO HEAT,to,HEAT,heat,1.0,0.0975609756097561,0.5128205128205128
1744,TO HEFT,to heft,VERB,,0.7261146496815286,35,41,79,2,1.26315789473684,2.85714285714286,-17.545996270812882,-14.448737352828806,2.80952380952381,2.81481481481481,3.21428571428571,2.55172413793103,2.80769230769231,19,0.791666666666668,14,3.85714285714286,0.2592592592592591,mm_mar_2013,TO HEFT,to,HEFT,heft,1.0,0.02469135802469136,0.4605263157894737
