,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
245,A LONG ISLAND ICED TEA,a long island iced tea,NOUN,drink,0.9716312056737588,62,2,75,2,1.03846153846154,0.4782608695652171,-18.822591020874093,-17.926794292687834,3.6,4.92307692307692,4.26923076923077,4.0,4.06666666666667,26,0.9629629629629616,23,1.4782608695652169,0.6764705882352943,mm_mar_2013,A LONG ISLAND ICED TEA,a,LONG ISLAND ICED TEA,long island iced tea,1.0,0.025974025974025976,0.96875
246,A LOUDMOUTH,a loudmouth,NOUN,people,0.8086419753086421,51,27,80,4,1.23333333333333,2.39130434782609,-17.722193262523696,-16.265586241731718,3.80952380952381,3.2608695652173902,4.75,3.24,1.57142857142857,30,0.810810810810813,23,3.39130434782609,0.2948717948717946,mm_mar_2013,A LOUDMOUTH,a,LOUDMOUTH,loudmouth,1.0,0.047619047619047616,0.6538461538461539
247,A LOUSE,a louse,NOUN,living things,0.8098591549295775,46,23,69,4,1.6666666666666698,2.17647058823529,-16.36725371839341,-14.639678963138502,2.2727272727272703,3.53571428571429,3.36666666666667,2.6153846153846203,1.73333333333333,24,0.5999999999999988,17,3.17647058823529,0.3148148148148152,mm_mar_2013,A LOUSE,a,LOUSE,louse,1.0,0.0547945205479452,0.6666666666666666
248,A LOYALIST,a loyalist,NOUN,people,0.8187134502923976,55,24,85,7,1.24137931034483,1.42307692307692,-16.230707999216143,-13.795962435729528,2.71428571428571,2.24137931034483,3.43333333333333,1.84615384615385,3.1666666666666696,29,0.8055555555555539,26,2.42307692307692,0.4126984126984132,mm_mar_2013,A LOYALIST,a,LOYALIST,loyalist,1.0,0.07608695652173914,0.6962025316455697
249,A LUG WRENCH,a lug wrench,NOUN,tool,0.8223684210526315,48,26,77,1,1.0,0.304347826086957,-19.066127619471647,-17.96867349146007,2.36,4.8,4.11538461538461,4.34615384615385,2.9,26,1.0,23,1.304347826086957,0.7666666666666664,mm_mar_2013,A LUG WRENCH,a,LUG WRENCH,lug wrench,1.0,0.01282051282051282,0.6486486486486487
250,A LYNX,a lynx,NOUN,living things,0.8466257668711656,59,17,79,8,1.41379310344828,0.565217391304348,-16.731406965707173,-14.088678105310905,3.40909090909091,4.46428571428571,3.86666666666667,4.42307692307692,3.36666666666667,29,0.7073170731707297,23,1.565217391304348,0.6388888888888887,mm_mar_2013,A LYNX,a,LYNX,lynx,1.0,0.09195402298850576,0.7763157894736842
251,A MAGNOLIA,a magnolia,NOUN,living things,0.7912087912087912,69,20,75,18,1.20833333333333,0.48,-17.24139328033694,-13.881768669610741,2.8695652173912998,4.625,4.36363636363636,4.75,4.23333333333333,24,0.827586206896554,25,1.48,0.6756756756756757,mm_mar_2013,A MAGNOLIA,a,MAGNOLIA,magnolia,1.0,0.1935483870967742,0.7752808988764045
252,A MAGPIE,a magpie,NOUN,living things,0.8461538461538461,58,22,85,4,1.29166666666667,0.6190476190476191,-16.163406145030972,-14.438426354854224,2.7826086956521703,4.518518518518519,3.5714285714285694,3.9310344827586206,3.15384615384615,24,0.7741935483870948,21,1.619047619047619,0.6176470588235294,mm_mar_2013,A MAGPIE,a,MAGPIE,magpie,1.0,0.0449438202247191,0.725
253,A MAHI-MAHI,a mahi-mahi,NOUN,living things,0.9408602150537636,78,10,97,1,1.05555555555556,0.666666666666667,-22.43214412942,-18.1465636044026,3.4782608695652204,4.73684210526316,4.06896551724138,3.76923076923077,3.35714285714286,18,0.9473684210526276,18,1.666666666666667,0.5999999999999999,mm_mar_2013,A MAHI-MAHI,a,MAHI-MAHI,mahi-mahi,1.0,0.010204081632653059,0.8863636363636364
254,A MALT LIQUOR,a malt liquor,NOUN,drink,0.8676470588235294,49,16,69,2,1.0,1.1,-20.69209487178684,-17.095667267560323,3.65217391304348,4.55,4.58620689655172,3.80769230769231,3.1785714285714306,26,1.0,20,2.1,0.4761904761904762,mm_mar_2013,A MALT LIQUOR,a,MALT LIQUOR,malt liquor,1.0,0.028169014084507043,0.7538461538461538
255,A MANAGER,a manager,NOUN,people,0.7784810126582279,50,24,73,11,1.28,2.6,-12.919552243335142,-10.025810368193476,2.2608695652173902,4.25,4.86206896551724,3.30769230769231,2.89285714285714,25,0.78125,20,3.6,0.2777777777777778,mm_mar_2013,A MANAGER,a,MANAGER,manager,1.0,0.13095238095238096,0.6756756756756757
256,A MANDARIN ORANGE,a mandarin orange,NOUN,food,0.903846153846154,63,11,78,4,1.0,0.33333333333333304,-19.690646293412968,-17.156971975676537,2.9047619047618998,4.62962962962963,4.82142857142857,4.58620689655172,4.11538461538461,26,1.0,21,1.333333333333333,0.7500000000000002,mm_mar_2013,A MANDARIN ORANGE,a,MANDARIN ORANGE,mandarin orange,1.0,0.04878048780487805,0.8513513513513513
257,A MANGO,a mango,NOUN,food,0.825136612021858,67,21,84,11,1.07407407407407,0.08,-16.05758893479372,-13.124619900524413,2.9523809523809503,4.92307692307692,4.77777777777778,4.71428571428571,4.0,27,0.9310344827586242,25,1.08,0.9259259259259258,mm_mar_2013,A MANGO,a,MANGO,mango,1.0,0.11578947368421053,0.7613636363636364
258,A MAPLE TREE,a maple tree,NOUN,living things,0.8243243243243243,52,19,70,7,1.03846153846154,0.23809523809523803,-17.162471679802536,-15.683955347320815,2.47619047619048,4.7407407407407405,4.85714285714286,4.55172413793103,4.26923076923077,26,0.9629629629629616,21,1.2380952380952381,0.8076923076923078,mm_mar_2013,A MAPLE TREE,a,MAPLE TREE,maple tree,1.0,0.09090909090909093,0.7323943661971831
259,A MARATHON,a marathon,NOUN,sport,0.7393939393939394,53,25,69,18,1.64,1.3,-14.419545120394229,-12.785271410063205,4.34782608695652,4.3,4.79310344827586,3.88461538461538,3.34615384615385,25,0.6097560975609756,20,2.3,0.4347826086956522,mm_mar_2013,A MARATHON,a,MARATHON,marathon,1.0,0.20689655172413796,0.6794871794871795
260,A MARINE,a marine,NOUN,people,0.8231292517006803,50,21,71,5,1.5,0.72,-13.571441845828385,-10.542767708907018,3.6363636363636402,4.2222222222222205,4.64285714285714,4.33333333333333,3.69230769230769,26,0.6666666666666666,25,1.72,0.5813953488372093,mm_mar_2013,A MARINE,a,MARINE,marine,1.0,0.06578947368421052,0.7042253521126759
261,A MASTER,a master,NOUN,people,0.7311827956989247,49,40,87,10,2.2,3.05,-12.06159587550643,-9.579554091286472,3.6956521739130404,3.4210526315789505,4.79310344827586,2.53846153846154,3.21428571428571,25,0.4545454545454545,20,4.05,0.2469135802469136,mm_mar_2013,A MASTER,a,MASTER,master,1.0,0.10309278350515463,0.5505617977528089
262,A MATRON,a matron,NOUN,people,0.7842105263157895,55,36,94,5,1.23076923076923,1.38095238095238,-16.282081658118006,-13.337661442800195,2.04761904761905,3.95652173913043,4.03846153846154,3.12,3.25,26,0.8125000000000006,21,2.38095238095238,0.42000000000000015,mm_mar_2013,A MATRON,a,MATRON,matron,1.0,0.0505050505050505,0.6043956043956044
263,A MEALWORM,a mealworm,NOUN,living things,0.8908045977011494,64,17,91,2,1.04545454545455,0.55,-19.243376811514683,-17.39420248096727,2.2608695652173902,4.75,3.7241379310344795,3.61538461538462,1.89285714285714,22,0.9565217391304306,20,1.55,0.6451612903225806,mm_mar_2013,A MEALWORM,a,MEALWORM,mealworm,1.0,0.021505376344086027,0.7901234567901234
264,A MEASURING CUP,a measuring cup,NOUN,household item,0.8282208588957055,53,25,82,3,1.1923076923076898,0.72,-16.803113043725432,-15.446144394796194,2.0434782608695703,4.875,4.95,4.875,3.13333333333333,26,0.8387096774193564,25,1.72,0.5813953488372093,mm_mar_2013,A MEASURING CUP,a,MEASURING CUP,measuring cup,1.0,0.035294117647058816,0.6794871794871795
265,A MEATPACKER,a meatpacker,NOUN,people,0.8355263157894737,55,18,72,7,1.26086956521739,1.0,-20.299429416255922,-19.028589733551303,2.47826086956522,4.4,4.24137931034483,3.19230769230769,2.53571428571429,23,0.7931034482758629,18,2.0,0.5,mm_mar_2013,A MEATPACKER,a,MEATPACKER,meatpacker,1.0,0.08860759493670886,0.7534246575342466
266,A MEDIATOR,a mediator,NOUN,people,0.791907514450867,56,24,81,12,1.23076923076923,2.4,-14.021176102235355,-12.436432382840474,2.2608695652173902,3.44444444444444,4.67857142857143,3.0,3.42307692307692,26,0.8125000000000006,25,3.4,0.29411764705882354,mm_mar_2013,A MEDIATOR,a,MEDIATOR,mediator,1.0,0.12903225806451613,0.7
267,A MERCHANT,a merchant,NOUN,people,0.7315436241610739,47,23,62,17,1.3076923076923102,3.15,-13.5586779199354,-11.3595638744379,2.82608695652174,4.1,4.86206896551724,3.44,3.28571428571429,26,0.7647058823529399,20,4.15,0.2409638554216867,mm_mar_2013,A MERCHANT,a,MERCHANT,merchant,1.0,0.21518987341772156,0.6714285714285714
268,A MESA,a mesa,NOUN,earth formation,0.8343558282208589,59,21,77,6,1.375,1.27777777777778,-17.070603320970918,-13.368539129045663,2.42857142857143,3.95454545454545,3.62068965517241,3.56,3.60714285714286,24,0.7272727272727273,18,2.27777777777778,0.4390243902439021,mm_mar_2013,A MESA,a,MESA,mesa,1.0,0.07228915662650602,0.7375
269,A MESSENGER,a messenger,NOUN,people,0.7261904761904762,47,31,75,15,1.5,1.96153846153846,-13.572682342831216,-11.671651326324339,2.5652173913043503,4.03846153846154,4.92307692307692,3.3,3.46428571428571,26,0.6666666666666666,26,2.9615384615384603,0.33766233766233783,mm_mar_2013,A MESSENGER,a,MESSENGER,messenger,1.0,0.16666666666666666,0.6025641025641025
270,A MILLER,a miller,NOUN,people,0.7683615819209041,51,35,85,6,1.7916666666666698,0.588235294117647,-16.0632546844186,-10.57706970637381,2.3333333333333304,3.48148148148148,3.6785714285714306,2.89655172413793,3.26923076923077,24,0.5581395348837199,17,1.5882352941176472,0.6296296296296297,mm_mar_2013,A MILLER,a,MILLER,miller,1.0,0.06593406593406594,0.5930232558139535
271,A MILLIPEDE,a millipede,NOUN,living things,0.9021739130434784,74,14,92,4,1.03571428571429,0.19047619047619,-18.52568851969296,-16.51685327196689,2.61904761904762,4.40909090909091,4.107142857142859,4.44,2.25,28,0.9655172413793064,21,1.19047619047619,0.8400000000000003,mm_mar_2013,A MILLIPEDE,a,MILLIPEDE,millipede,1.0,0.04166666666666666,0.8409090909090909
272,A MINOTAUR,a minotaur,NOUN,mythical creatures,0.8157894736842105,53,19,71,9,1.0,0.409090909090909,-17.473596222559568,-14.678787283419688,4.13636363636364,3.55172413793103,3.5,3.84,2.8,26,1.0,22,1.4090909090909092,0.7096774193548387,mm_mar_2013,A MINOTAUR,a,MINOTAUR,minotaur,1.0,0.1125,0.7361111111111112
273,A MINUTEMAN,a minuteman,NOUN,people,0.8684210526315791,59,14,73,6,1.44444444444444,0.7826086956521741,-18.24256224978801,-15.757421104388644,3.32,3.68,4.11538461538461,3.1481481481481497,3.1666666666666696,27,0.6923076923076944,23,1.7826086956521738,0.5609756097560976,mm_mar_2013,A MINUTEMAN,a,MINUTEMAN,minuteman,1.0,0.0759493670886076,0.8082191780821918
274,A MISOGYNIST,a misogynist,NOUN,people,0.8536585365853658,60,17,80,7,1.0,1.54545454545455,-16.75433789756032,-15.100486207934209,3.56521739130435,2.81481481481481,3.60714285714286,2.41379310344828,1.61538461538462,25,1.0,22,2.5454545454545503,0.3928571428571421,mm_mar_2013,A MISOGYNIST,a,MISOGYNIST,misogynist,1.0,0.08045977011494253,0.7792207792207793
275,A MISSIONARY,a missionary,NOUN,people,0.7634408602150538,64,25,78,19,1.4,1.54545454545455,-13.905331205212324,-11.766987704017112,2.3,4.0,4.82142857142857,3.1724137931034497,3.5384615384615397,25,0.7142857142857143,22,2.5454545454545503,0.3928571428571421,mm_mar_2013,A MISSIONARY,a,MISSIONARY,missionary,1.0,0.1958762886597938,0.7191011235955056
276,A MOPED,a moped,NOUN,vehicle,0.8456375838926175,54,18,72,5,1.15384615384615,1.2,-17.083414879678973,-15.196407667814693,3.39130434782609,4.62962962962963,4.60714285714286,4.2758620689655205,3.38461538461538,26,0.8666666666666696,25,2.2,0.4545454545454545,mm_mar_2013,A MOPED,a,MOPED,moped,1.0,0.06493506493506493,0.75
277,A MOTEL,a motel,NOUN,human dwelling,0.7955801104972375,51,34,93,3,1.03703703703704,1.32,-14.382024807651437,-12.548117436180544,3.0952380952381002,4.692307692307691,4.851851851851849,4.392857142857141,3.0,27,0.9642857142857114,25,2.3200000000000003,0.4310344827586207,mm_mar_2013,A MOTEL,a,MOTEL,motel,1.0,0.03125,0.6
278,A MOTORBOAT,a motorboat,NOUN,vehicle,0.8035714285714286,58,24,77,9,1.26666666666667,0.7272727272727271,-16.523389807631634,-15.263358608711725,4.09523809523809,4.56521739130435,4.68965517241379,4.72,3.8214285714285694,30,0.7894736842105243,22,1.7272727272727268,0.5789473684210527,mm_mar_2013,A MOTORBOAT,a,MOTORBOAT,motorboat,1.0,0.10465116279069768,0.7073170731707317
279,A MUSICIAN,a musician,NOUN,people,0.7687074829931972,47,24,66,10,1.08333333333333,1.42857142857143,-13.807108422382534,-12.329556170793955,3.71428571428571,4.07407407407407,4.96428571428571,4.0,4.23076923076923,24,0.9230769230769259,21,2.4285714285714297,0.4117647058823528,mm_mar_2013,A MUSICIAN,a,MUSICIAN,musician,1.0,0.13157894736842105,0.6619718309859155
280,A NARCISSUS,a narcissus,NOUN,living things,0.906040268456376,60,12,75,2,1.625,1.52173913043478,-18.449850373893693,-14.157498869217305,3.1304347826087002,2.88888888888889,3.5,3.10344827586207,2.57692307692308,24,0.6153846153846154,23,2.52173913043478,0.3965517241379313,mm_mar_2013,A NARCISSUS,a,NARCISSUS,narcissus,1.0,0.025974025974025976,0.8333333333333334
281,A NARWHAL,a narwhal,NOUN,living things,0.9095744680851064,73,15,98,2,1.1,0.14285714285714302,-18.325844588951444,-15.992372334753599,3.2608695652173902,3.92592592592593,3.03571428571429,3.8275862068965503,3.30769230769231,20,0.9090909090909092,21,1.1428571428571432,0.8749999999999999,mm_mar_2013,A NARWHAL,a,NARWHAL,narwhal,1.0,0.02,0.8295454545454546
282,A NAVIGATOR,a navigator,NOUN,people,0.7409638554216867,51,27,72,16,1.9259259259259298,1.57692307692308,-15.932471128810644,-13.227951239444403,3.5,3.88888888888889,4.5,3.35714285714286,3.61538461538462,27,0.5192307692307682,26,2.57692307692308,0.3880597014925368,mm_mar_2013,A NAVIGATOR,a,NAVIGATOR,navigator,1.0,0.18181818181818185,0.6538461538461539
283,A NECKLACE,a necklace,NOUN,clothing,0.8068965517241379,44,23,73,5,1.2,1.38461538461538,-14.409068628075405,-12.413405673731356,3.0,4.75862068965517,4.86666666666667,4.730769230769231,3.7,30,0.8333333333333334,26,2.38461538461538,0.4193548387096783,mm_mar_2013,A NECKLACE,a,NECKLACE,necklace,1.0,0.0641025641025641,0.6567164179104478
284,A NECKTIE,a necktie,NOUN,clothing,0.8141025641025641,50,25,77,4,1.22222222222222,0.8,-16.600776499916538,-14.843410707403972,2.21739130434783,4.653846153846151,4.846153846153849,4.86666666666667,3.3703703703703702,27,0.8181818181818196,25,1.8,0.5555555555555556,mm_mar_2013,A NECKTIE,a,NECKTIE,necktie,1.0,0.04938271604938271,0.6666666666666666
285,A NEPHEW,a nephew,NOUN,family relations,0.8571428571428571,56,20,82,3,1.2,0.269230769230769,-14.997724962735756,-12.031556818114295,2.8636363636363598,3.9310344827586206,4.56666666666667,3.30769230769231,3.7333333333333303,30,0.8333333333333334,26,1.269230769230769,0.7878787878787881,mm_mar_2013,A NEPHEW,a,NEPHEW,nephew,1.0,0.035294117647058816,0.7368421052631579
286,A NEWSPAPERMAN,a newspaperman,NOUN,people,0.8484848484848485,54,9,58,11,1.18518518518519,1.16,-16.563036145348182,-15.36989824265693,2.65217391304348,4.18518518518519,4.75,4.0,3.15384615384615,27,0.8437499999999966,25,2.16,0.4629629629629629,mm_mar_2013,A NEWSPAPERMAN,a,NEWSPAPERMAN,newspaperman,1.0,0.15942028985507245,0.8571428571428571
287,A NEWT,a newt,NOUN,living things,0.9215686274509804,86,11,102,5,1.15384615384615,0.590909090909091,-17.39722324801789,-14.069691061370412,2.48,4.48,4.0,4.18518518518519,3.0,26,0.8666666666666696,22,1.5909090909090908,0.6285714285714286,mm_mar_2013,A NEWT,a,NEWT,newt,1.0,0.04672897196261682,0.8865979381443299
288,A NIGHTGOWN,a nightgown,NOUN,clothing,0.8186813186813187,64,23,85,10,1.07692307692308,1.88461538461538,-15.899922592957845,-13.520096770300993,2.95652173913043,4.53846153846154,4.692307692307691,4.63333333333333,3.78571428571429,26,0.928571428571426,26,2.88461538461538,0.34666666666666723,mm_mar_2013,A NIGHTGOWN,a,NIGHTGOWN,nightgown,1.0,0.10526315789473684,0.7356321839080459
289,A NISSAN,a nissan,NOUN,vehicle,0.9280575539568344,57,9,72,1,1.14814814814815,0.16,-17.430111117033356,-14.207629305690556,2.82608695652174,4.55555555555556,4.75,4.41379310344828,3.15384615384615,27,0.8709677419354825,25,1.16,0.8620689655172414,mm_mar_2013,A NISSAN,a,NISSAN,nissan,1.0,0.0136986301369863,0.8636363636363636
290,A NOBLE,a noble,NOUN,people,0.76,51,32,82,10,1.3666666666666698,1.8181818181818201,-13.067186787746847,-10.93346129865688,2.9047619047618998,3.2173913043478297,4.03448275862069,3.12,3.96428571428571,30,0.7317073170731689,22,2.81818181818182,0.3548387096774191,mm_mar_2013,A NOBLE,a,NOBLE,noble,1.0,0.10869565217391304,0.6144578313253012
291,A NURSE,a nurse,NOUN,people,0.783625730994152,60,19,74,18,1.2962962962963,0.92,-12.448421599075019,-10.36995360009979,3.18181818181818,4.5,4.77777777777778,4.46428571428571,4.07692307692308,27,0.7714285714285692,25,1.92,0.5208333333333334,mm_mar_2013,A NURSE,a,NURSE,nurse,1.0,0.1956521739130435,0.7594936708860759
292,A PADDLEFISH,a paddlefish,NOUN,living things,0.8271604938271605,53,25,81,3,1.0,0.25,-21.434409371298877,-17.417048728426536,2.7826086956521703,4.70833333333333,2.45454545454545,3.68,3.03333333333333,17,1.0,16,1.25,0.8,mm_mar_2013,A PADDLEFISH,a,PADDLEFISH,paddlefish,1.0,0.03571428571428571,0.6794871794871795
293,A PADLOCK,a padlock,NOUN,tool,0.73125,45,32,72,11,1.17857142857143,0.84,-15.91896653358049,-13.627668252651635,2.31818181818182,4.692307692307691,4.78571428571429,4.60714285714286,2.9615384615384603,28,0.8484848484848475,25,1.84,0.5434782608695653,mm_mar_2013,A PADLOCK,a,PADLOCK,padlock,1.0,0.13253012048192772,0.5844155844155844
294,A PAINTER,a painter,NOUN,people,0.7111111111111111,58,28,70,24,1.36,1.5,-13.759920891101372,-11.856528738000089,2.82608695652174,4.55,4.89655172413793,4.03846153846154,3.75,25,0.7352941176470588,20,2.5,0.4,mm_mar_2013,A PAINTER,a,PAINTER,painter,1.0,0.2553191489361702,0.6744186046511628
295,A PAINTING,a painting,NOUN,furniture,0.6907894736842105,39,33,66,14,1.15384615384615,2.28,-13.1749655956319,-10.612353892965988,2.95652173913043,4.70833333333333,4.86363636363636,4.375,3.86666666666667,26,0.8666666666666696,25,3.28,0.3048780487804878,mm_mar_2013,A PAINTING,a,PAINTING,painting,1.0,0.175,0.5416666666666666
296,A PALE ALE,a pale ale,NOUN,drink,0.903846153846154,66,7,75,8,1.35714285714286,0.545454545454545,-18.750160855247604,-15.543686376789232,3.45,4.13793103448276,3.86666666666667,3.76923076923077,3.63333333333333,28,0.7368421052631563,22,1.545454545454545,0.647058823529412,mm_mar_2013,A PALE ALE,a,PALE ALE,pale ale,1.0,0.0963855421686747,0.9041095890410958
297,A PANDA,a panda,NOUN,living things,0.832258064516129,53,20,76,6,1.13333333333333,0.538461538461538,-16.751763879034144,-14.09585907709821,3.52380952380952,4.82758620689655,4.7,4.92307692307692,4.0,30,0.8823529411764732,26,1.538461538461538,0.6500000000000002,mm_mar_2013,A PANDA,a,PANDA,panda,1.0,0.07317073170731707,0.726027397260274
298,A PAPAYA,a papaya,NOUN,food,0.7947368421052632,61,29,90,10,1.07407407407407,0.166666666666667,-18.009423151460844,-14.168899727586329,2.90909090909091,4.8846153846153895,4.21428571428571,4.5,3.9615384615384603,27,0.9310344827586242,24,1.166666666666667,0.8571428571428569,mm_mar_2013,A PAPAYA,a,PAPAYA,papaya,1.0,0.1,0.6777777777777778
299,A PARING KNIFE,a paring knife,NOUN,household item,0.9119496855345912,67,10,78,4,1.03703703703704,0.56,-16.28064430960506,-15.669044100964253,2.47826086956522,4.730769230769231,4.653846153846151,4.75,3.03571428571429,27,0.9642857142857114,25,1.56,0.641025641025641,mm_mar_2013,A PARING KNIFE,a,PARING KNIFE,paring knife,1.0,0.04878048780487805,0.8701298701298701
300,A PARTNER,a partner,NOUN,people,0.6689655172413793,41,29,56,19,2.03703703703704,2.80769230769231,-12.327332998911928,-10.110408078933482,3.90909090909091,3.26923076923077,4.851851851851849,3.0,4.23076923076923,27,0.4909090909090902,26,3.80769230769231,0.26262626262626243,mm_mar_2013,A PARTNER,a,PARTNER,partner,1.0,0.2533333333333333,0.5857142857142857
301,A PASSION FRUIT,a passion fruit,NOUN,food,0.8940397350993378,56,13,79,3,1.1923076923076898,0.208333333333333,-19.251733250457033,-15.649900672510386,3.4782608695652204,4.8148148148148096,4.42857142857143,4.55172413793103,3.88461538461538,26,0.8387096774193564,24,1.208333333333333,0.8275862068965519,mm_mar_2013,A PASSION FRUIT,a,PASSION FRUIT,passion fruit,1.0,0.03658536585365853,0.8115942028985508
302,A PASTOR,a pastor,NOUN,people,0.7701863354037267,59,19,65,18,1.11538461538462,3.0,-13.947671504521429,-11.46981494393769,2.21739130434783,4.41666666666667,4.72727272727273,4.36,3.56666666666667,26,0.8965517241379273,24,4.0,0.25,mm_mar_2013,A PASTOR,a,PASTOR,pastor,1.0,0.21686746987951808,0.7564102564102564
303,A PATRIOT,a patriot,NOUN,people,0.7880794701986755,52,20,67,12,1.46666666666667,1.7692307692307698,-15.05541744279124,-12.9527235900534,3.40909090909091,2.6551724137931,4.43333333333333,3.08,3.86666666666667,30,0.6818181818181803,26,2.76923076923077,0.36111111111111105,mm_mar_2013,A PATRIOT,a,PATRIOT,patriot,1.0,0.1518987341772152,0.7222222222222222
304,A PAYMASTER,a paymaster,NOUN,people,0.8066037735849056,66,38,105,3,1.22222222222222,1.6470588235294097,-18.078674399530872,-15.198005118867565,2.95652173913043,3.91304347826087,2.54545454545455,2.5,3.0,18,0.8181818181818196,17,2.64705882352941,0.3777777777777781,mm_mar_2013,A PAYMASTER,a,PAYMASTER,paymaster,1.0,0.027777777777777776,0.6346153846153846
305,A PELICAN,a pelican,NOUN,living things,0.8344827586206897,53,17,68,7,1.11111111111111,0.39130434782608703,-16.63358105939602,-14.040379452857227,2.52,4.72,4.53846153846154,4.77777777777778,3.75862068965517,27,0.9000000000000009,23,1.391304347826087,0.71875,mm_mar_2013,A PELICAN,a,PELICAN,pelican,1.0,0.09333333333333334,0.7571428571428571
306,A PENTHOUSE,a penthouse,NOUN,human dwelling,0.875,60,15,80,5,1.3703703703703702,1.11538461538462,-16.30286832819615,-13.790106155660775,3.5833333333333304,4.6153846153846105,4.730769230769231,4.26666666666667,4.44444444444444,27,0.7297297297297299,26,2.1153846153846203,0.4727272727272716,mm_mar_2013,A PENTHOUSE,a,PENTHOUSE,penthouse,1.0,0.05882352941176471,0.8
307,A PEONY,a peony,NOUN,living things,0.8614457831325302,59,21,84,2,1.0,0.526315789473684,-17.719483234422334,-15.06118180750244,2.8695652173912998,4.54166666666667,3.2272727272727297,4.04166666666667,3.8275862068965503,19,1.0,19,1.526315789473684,0.6551724137931035,mm_mar_2013,A PEONY,a,PEONY,peony,1.0,0.02325581395348837,0.7375
308,A PERCUSSIONIST,a percussionist,NOUN,people,0.8333333333333334,42,20,68,2,1.0434782608695699,1.5652173913043501,-18.07673827521171,-16.160092910685297,3.7391304347826098,4.41666666666667,4.5,4.20833333333333,3.5862068965517206,23,0.9583333333333288,23,2.5652173913043503,0.389830508474576,mm_mar_2013,A PERCUSSIONIST,a,PERCUSSIONIST,percussionist,1.0,0.028571428571428567,0.6774193548387096
309,A PERFORMER,a performer,NOUN,people,0.6835443037974683,47,29,61,21,1.6296296296296298,2.69230769230769,-14.484606144285257,-12.470272489347419,4.045454545454549,3.69230769230769,4.82142857142857,3.64285714285714,3.92307692307692,27,0.6136363636363635,26,3.69230769230769,0.27083333333333354,mm_mar_2013,A PERFORMER,a,PERFORMER,performer,1.0,0.25609756097560976,0.618421052631579
310,A PERSIMMON,a persimmon,NOUN,food,0.8571428571428571,55,20,77,2,1.04545454545455,0.45,-18.01123310441981,-15.309512951556794,2.13636363636364,4.3448275862068995,3.03333333333333,3.0,3.4,22,0.9565217391304306,20,1.45,0.6896551724137931,mm_mar_2013,A PERSIMMON,a,PERSIMMON,persimmon,1.0,0.02531645569620253,0.7333333333333333
311,A PHILLIPS SCREWDRIVER,a phillips screwdriver,NOUN,tool,0.9385474860335196,82,5,86,6,1.04,0.14285714285714302,-18.900335370610573,-18.124271966186775,2.19047619047619,4.851851851851849,4.92857142857143,4.79310344827586,3.28,25,0.9615384615384616,21,1.1428571428571432,0.8749999999999999,mm_mar_2013,A PHILLIPS SCREWDRIVER,a,PHILLIPS SCREWDRIVER,phillips screwdriver,1.0,0.06521739130434782,0.942528735632184
312,A PHYSICIAN,a physician,NOUN,people,0.7770700636942676,51,24,71,11,1.20833333333333,2.1,-12.608890361170142,-10.772513918730374,2.7826086956521703,4.55,5.0,4.03846153846154,3.5,24,0.827586206896554,20,3.1,0.3225806451612903,mm_mar_2013,A PHYSICIAN,a,PHYSICIAN,physician,1.0,0.13414634146341464,0.68
313,A PICCOLO,a piccolo,NOUN,musical instruments,0.8594594594594595,65,24,94,2,1.03846153846154,0.4,-18.035065577606375,-14.867324632367678,2.72,4.375,3.69230769230769,3.88888888888889,3.56666666666667,26,0.9629629629629616,20,1.4,0.7142857142857143,mm_mar_2013,A PICCOLO,a,PICCOLO,piccolo,1.0,0.02083333333333333,0.7303370786516854
314,A PIE,a pie,NOUN,food,0.825503355704698,49,20,74,6,1.75,0.92,-14.188833614786425,-11.491041936224127,2.95652173913043,4.6153846153846105,4.92307692307692,4.73333333333333,4.42857142857143,28,0.5714285714285714,25,1.92,0.5208333333333334,mm_mar_2013,A PIE,a,PIE,pie,1.0,0.075,0.7101449275362319
315,A PILGRIM,a pilgrim,NOUN,people,0.8404907975460123,62,16,75,10,1.42307692307692,1.6666666666666698,-15.02945645751245,-12.788313894183595,2.82608695652174,4.45833333333333,4.68181818181818,4.375,3.3,26,0.7027027027027042,24,2.6666666666666696,0.3749999999999995,mm_mar_2013,A PILGRIM,a,PILGRIM,pilgrim,1.0,0.1176470588235294,0.7948717948717948
316,A PILSNER,a pilsner,NOUN,drink,0.8333333333333334,49,23,76,2,1.0,0.526315789473684,-18.61435412594997,-16.055479801412712,2.91304347826087,4.30769230769231,2.84615384615385,3.1666666666666696,3.4285714285714306,19,1.0,19,1.526315789473684,0.6551724137931035,mm_mar_2013,A PILSNER,a,PILSNER,pilsner,1.0,0.02564102564102564,0.6805555555555556
