,word_upper,word_lower,word_lower_no_article,article,syntactic_category,category,subcategory_1,subcategory_2,subcategory_3,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,# meanings (human),# synonyms (human),Log Subtlex frequency,Log Subtlex CD,Google n-gram frequency,Concreteness,Imageability,Familiarity,Valence,Arousal,num_ratings_meanings,num_ratings_synonyms,multi_word
916,AN EXECUTIVE,an executive,executive,an,NOUN,people,Business,,,0.7579617834394905,48,25,71,13,0.1547619047619047,0.6575342465753424,1.28,2.260869565217391,2.734,2.5966,-13.22899366718093,4.13636363636364,3.25,4.59090909090909,3.08,2.86363636363636,25.0,23.0,1.0
917,CHARADES,charades,charades,,NOUN,games,,,,0.8529411764705882,63,21,82,4,0.0465116279069767,0.75,1.3461538461538465,0.9583333333333334,1.7243,1.6021,-15.42854145013512,3.13636363636364,3.54166666666667,4.57142857142857,3.56,3.52173913043478,26.0,24.0,0.0
918,PSYCHEDELIC,psychedelic,psychedelic,,ADJ,,,,,0.8493975903614458,60,20,81,5,0.0581395348837209,0.75,1.2608695652173914,2.0,1.6128,1.5051,-14.10995428564408,1.59090909090909,2.75,4.68181818181818,3.48,4.56521739130435,23.0,23.0,0.0
919,JACK NICHOLSON,jack nicholson,jack nicholson,,NOUN,famous people,Actors,,,0.8589743589743589,63,11,71,11,0.1341463414634146,0.8513513513513513,1.0,0.0,,,-15.839904597149282,4.95454545454545,4.95833333333333,4.68181818181818,3.68,3.56521739130435,25.0,24.0,1.0
920,NEEDLESS,needless,needless,,ADJ,,,,,0.727810650887574,45,37,78,9,0.1034482758620689,0.5487804878048781,1.2083333333333333,2.5,2.0682,2.0414,-12.469988845545446,1.33333333333333,1.25,4.59090909090909,2.6,1.91304347826087,24.0,24.0,0.0
921,CYPRUS,cyprus,cyprus,,NOUN,geography,world,country,,0.8734177215189873,66,11,72,9,0.1111111111111111,0.8571428571428571,1.2916666666666667,0.4347826086956521,,,-12.375964391234676,4.57142857142857,4.125,3.40909090909091,3.4,3.43478260869565,24.0,23.0,0.0
922,JANINE,janine,janine,,NOUN,common names,girl,,,0.7894736842105263,51,32,99,8,0.0747663551401869,0.6144578313253012,1.3157894736842106,0.0476190476190476,,,-13.69548965631916,4.14285714285714,2.66666666666667,2.90909090909091,3.24,2.78260869565217,19.0,21.0,0.0
923,RUNNING SHOES,running shoes,running shoes,,NOUN,clothing,shoes,sport,,0.8301886792452831,59,18,73,9,0.1097560975609756,0.7662337662337663,1.0384615384615383,1.7916666666666667,,,-14.695401530852005,4.80952380952381,4.65217391304348,4.95454545454545,3.52,3.26086956521739,26.0,24.0,1.0
924,TUNDRA,tundra,tundra,,NOUN,earth formation,land,,,0.8424242424242424,57,23,82,3,0.0352941176470588,0.7125,1.2916666666666667,1.173913043478261,1.1761,1.1139,-13.74072147279564,4.40909090909091,4.25,4.0,2.79166666666667,2.77272727272727,24.0,23.0,0.0
925,RUTHLESS,ruthless,ruthless,,ADJ,,,,,0.7318435754189944,54,33,77,15,0.1630434782608695,0.6206896551724138,1.04,3.125,2.3263,2.2201,-12.644380966329209,1.81818181818182,1.625,4.72727272727273,1.44,4.0,25.0,24.0,0.0
926,DETESTABLE,detestable,detestable,,ADJ,,,,,0.7337278106508875,37,41,87,4,0.0439560439560439,0.4743589743589743,1.0,3.625,1.0414,1.0414,-14.231060817129157,1.72727272727273,1.58333333333333,4.27272727272727,1.6,3.1304347826087,24.0,24.0,0.0
927,TO ARM,to arm,arm,to,VERB,,,,,0.7872340425531915,40,24,71,6,0.0779220779220779,0.625,1.44,2.6666666666666665,3.5234,3.2891,-14.50152800392008,3.09090909090909,2.95833333333333,4.63636363636364,2.32,3.73913043478261,25.0,24.0,1.0
928,MASCARA,mascara,mascara,,NOUN,household item,bathroom item,grooming,,0.8589743589743589,56,18,78,4,0.048780487804878,0.7567567567567568,1.0,0.391304347826087,1.8129,1.7993,-13.971037339145964,4.68181818181818,4.66666666666667,4.45454545454545,3.44,2.78260869565217,24.0,23.0,0.0
929,AN ESPRESSO,an espresso,espresso,an,NOUN,drink,non-alcoholic,coffee,,0.8602941176470589,49,15,68,4,0.0555555555555555,0.765625,1.0769230769230769,1.0,2.0253,1.8976,-16.048895455720594,4.68181818181818,4.45833333333333,4.71428571428571,3.96,3.69565217391304,26.0,25.0,1.0
930,TO PROVOKE,to provoke,provoke,to,VERB,,,,,0.7555555555555555,48,35,88,9,0.0927835051546391,0.5783132530120482,1.1538461538461535,3.2916666666666665,2.1072,2.0492,-13.392942798276602,2.09090909090909,2.16666666666667,4.86363636363636,1.76,4.04347826086957,26.0,24.0,1.0
931,TO FRUSTRATE,to frustrate,frustrate,to,VERB,,,,,0.6687898089171974,42,34,63,18,0.2222222222222222,0.5526315789473685,1.1923076923076923,3.04,1.1761,1.1461,-14.861893799400011,2.27272727272727,1.70833333333333,4.81818181818182,1.68,3.91304347826087,26.0,25.0,1.0
932,GALOSHES,galoshes,galoshes,,NOUN,clothing,shoes,,,0.84375,52,25,83,0,0.0,0.6753246753246753,1.1,1.5217391304347827,1.5441,1.3802,-16.130934627294998,4.59090909090909,4.5,3.81818181818182,3.12,2.65217391304348,20.0,23.0,0.0
933,TO BUTTER,to butter,butter,to,VERB,,,,,0.8273809523809523,56,24,83,5,0.0568181818181818,0.7,1.6153846153846154,1.4166666666666667,3.0183,2.828,-15.991030147248688,3.68181818181818,4.16666666666667,4.81818181818182,3.68,2.8695652173913,26.0,24.0,1.0
934,A CHINCHILLA,a chinchilla,chinchilla,a,NOUN,living things,animal,mammal,,0.8707865168539326,71,15,84,8,0.0869565217391304,0.8255813953488372,1.16,0.52,1.4472,1.2304,-17.71678048954033,4.63636363636364,4.58333333333333,4.40909090909091,3.6,3.26086956521739,25.0,25.0,1.0
935,AN AUTOMAKER,an automaker,automaker,an,NOUN,people,Other,,,0.7268292682926829,56,43,93,13,0.1226415094339622,0.5656565656565656,1.4090909090909092,1.5217391304347827,0.301,0.301,-18.75262711018001,4.18181818181818,2.75,4.18181818181818,3.16,2.56521739130435,22.0,23.0,1.0
936,A LARYNX,a larynx,larynx,a,NOUN,human body,internal,,,0.8580246913580247,57,21,82,2,0.0238095238095238,0.7307692307692307,1.0416666666666667,1.0416666666666667,1.7709,1.6435,-18.282148304205336,4.31818181818182,3.375,4.54545454545455,2.88,2.59090909090909,24.0,24.0,1.0
937,TO FRAME,to frame,frame,to,VERB,,,,,0.7272727272727273,41,28,63,11,0.1486486486486486,0.5942028985507246,1.96,2.208333333333333,2.8573,2.7226,-13.185328035629198,3.22727272727273,3.20833333333333,4.86363636363636,2.64,2.82608695652174,25.0,24.0,1.0
938,A PILGRIM,a pilgrim,pilgrim,a,NOUN,people,Religious,,,0.8404907975460123,62,16,75,10,0.1176470588235294,0.7948717948717948,1.4230769230769231,1.6666666666666667,2.2765,1.8865,-15.02945645751245,4.45454545454545,4.375,4.68181818181818,3.32,2.82608695652174,26.0,24.0,1.0
939,A WEATHERMAN,a weatherman,weatherman,a,NOUN,people,A&E,,,0.7783783783783784,69,21,75,20,0.2105263157894736,0.7666666666666667,1.1153846153846154,1.2173913043478262,2.0334,1.6335,-17.790992289125793,4.36363636363636,4.04166666666667,4.90909090909091,3.36,2.39130434782609,26.0,23.0,1.0
940,TO DISAGREE,to disagree,disagree,to,VERB,,,,,0.625,42,42,68,24,0.2608695652173913,0.5,1.1538461538461535,3.0416666666666665,2.5302,2.49,-13.942949860819386,2.23809523809524,1.95833333333333,4.90909090909091,2.04,3.56521739130435,26.0,24.0,1.0
941,TO CHANT,to chant,chant,to,VERB,,,,,0.7134502923976608,38,43,84,6,0.0666666666666666,0.4691358024691358,1.1538461538461535,2.458333333333333,2.0682,1.9191,-15.087117501759527,3.63636363636364,2.75,4.72727272727273,3.4,3.21739130434783,26.0,24.0,1.0
942,A PAINTING,a painting,painting,a,NOUN,furniture,indoor,,,0.6907894736842105,39,33,66,14,0.175,0.5416666666666666,1.1538461538461535,2.28,3.1732,2.8062,-13.1749655956319,4.68181818181818,4.375,4.86363636363636,4.0,2.95652173913043,26.0,25.0,1.0
943,CUMIN,cumin,cumin,,NOUN,food,seasoning / condiments,spice,,0.9014084507042254,59,6,69,8,0.1038961038961039,0.9076923076923076,1.0833333333333333,0.25,1.2304,1.0792,-13.37164144197167,4.40909090909091,4.16666666666667,4.09090909090909,3.6,3.08695652173913,24.0,20.0,0.0
944,A KETTLE,a kettle,kettle,a,NOUN,household item,kitchen item,food preparation,,0.7891566265060241,55,25,76,10,0.1162790697674418,0.6875,1.2692307692307692,1.7083333333333333,2.1584,2.0792,-14.837718543530292,4.77272727272727,4.75,4.86363636363636,3.4,2.34782608695652,26.0,24.0,1.0
945,CUMBERSOME,cumbersome,cumbersome,,ADJ,,,,,0.7831325301204819,52,27,78,9,0.1034482758620689,0.6582278481012658,1.125,2.782608695652174,1.2041,1.1139,-13.111409273891397,1.77272727272727,2.29166666666667,4.68181818181818,2.0,2.56521739130435,24.0,23.0,0.0
946,POSTTRAUMATIC STRESS DISORDER,posttraumatic stress disorder,posttraumatic stress disorder,,NOUN,diseases and conditions,psychiatric/brain,,,0.8864864864864865,79,8,85,13,0.1326530612244898,0.9080459770114944,1.1666666666666667,0.9166666666666666,,,-13.93261406150251,2.27272727272727,1.75,4.36363636363636,1.28,3.52173913043478,24.0,24.0,1.0
947,BUTTER,butter,butter,,NOUN,food,dairy,,,0.8113207547169812,54,23,75,7,0.0853658536585365,0.7012987012987013,1.72,1.0833333333333333,3.0183,2.828,-10.850529955258995,4.90909090909091,4.91666666666667,4.86363636363636,3.72,2.34782608695652,25.0,24.0,0.0
948,A PORTICO,a portico,portico,a,NOUN,building components,part,,,0.7651006711409396,40,31,74,4,0.0512820512820512,0.5633802816901409,1.0769230769230769,1.6875,1.2304,0.6021,-16.423403762883872,4.22727272727273,3.04166666666667,2.13636363636364,3.2,2.56521739130435,13.0,16.0,1.0
949,A GORGON,a gorgon,gorgon,a,NOUN,mythical creatures,,,,0.8597560975609756,62,16,79,7,0.0813953488372093,0.7948717948717948,1.0909090909090908,0.9166666666666666,0.7782,0.7782,-17.22723227777383,3.72727272727273,3.0,2.22727272727273,2.24,3.47826086956522,11.0,12.0,1.0
950,A CEILING FAN,a ceiling fan,ceiling fan,a,NOUN,furniture,indoor,,,0.806060606060606,56,22,77,10,0.1149425287356321,0.717948717948718,1.0,0.36,,,-16.971097852203503,4.77272727272727,4.75,4.90909090909091,3.52,2.39130434782609,26.0,25.0,1.0
951,TO SHAKE,to shake,shake,to,VERB,,,,,0.6181818181818182,40,40,62,23,0.2705882352941176,0.5,1.8846153846153848,3.1666666666666665,3.3058,3.1129,-12.175998722168607,3.81818181818182,3.65217391304348,4.81818181818182,2.6,3.95652173913043,26.0,24.0,1.0
952,A PAYMASTER,a paymaster,paymaster,a,NOUN,people,Business,,,0.8066037735849056,66,38,105,3,0.0277777777777777,0.6346153846153846,1.2222222222222223,1.6470588235294117,1.0,0.9031,-18.078674399530872,3.85714285714286,2.5,2.54545454545455,3.0,2.95652173913043,18.0,17.0,1.0
953,HIDE-AND-SEEK,hide-and-seek,hide-and-seek,,NOUN,games,children's game,,,0.8301886792452831,55,19,77,8,0.0941176470588235,0.7432432432432432,1.1153846153846154,0.391304347826087,,,-14.913620313535958,3.27272727272727,3.20833333333333,4.95454545454545,3.88,3.73913043478261,26.0,23.0,1.0
954,TO MARTYR,to martyr,martyr,to,VERB,,,,,0.8333333333333334,76,25,94,9,0.087378640776699,0.7524752475247525,1.1304347826086956,1.7272727272727273,2.1239,2.0374,-17.66548718907754,2.18181818181818,1.95833333333333,4.22727272727273,1.84,3.69565217391304,23.0,22.0,1.0
955,TO LOVE,to love,love,to,VERB,,,,,0.7643312101910829,42,32,78,5,0.0602409638554216,0.5675675675675675,1.5769230769230769,3.8260869565217392,4.7548,3.8679,-11.3705121982965,1.95454545454545,2.41666666666667,4.90909090909091,4.88,4.26086956521739,26.0,23.0,1.0
956,A CONTESTANT,a contestant,contestant,a,NOUN,people,A&E,,,0.7718120805369127,50,24,65,10,0.1333333333333333,0.6756756756756757,1.1538461538461535,2.0416666666666665,2.1367,1.9395,-16.250754906441855,4.18181818181818,3.04166666666667,4.77272727272727,3.52,3.1304347826087,26.0,24.0,1.0
957,A SYNTHESIZER,a synthesizer,synthesizer,a,NOUN,musical instruments,electronic,,,0.7659574468085106,44,23,64,10,0.1351351351351351,0.6567164179104478,1.5,0.9565217391304348,1.4472,1.2041,-16.632667776682187,4.40909090909091,4.16666666666667,4.36363636363636,3.625,3.34782608695652,26.0,23.0,1.0
958,TO CONDITION,to condition,condition,to,VERB,,,,,0.7,33,34,65,8,0.1095890410958904,0.4925373134328358,1.84,2.652173913043478,,,-14.955985114765246,2.45454545454545,1.66666666666667,4.54545454545455,3.48,2.60869565217391,25.0,23.0,1.0
959,A BUTTERCUP,a buttercup,buttercup,a,NOUN,living things,plant,flower,,0.8722222222222222,67,20,90,3,0.032258064516129,0.7701149425287356,1.56,0.9130434782608696,2.0864,1.6532,-17.710055538348005,4.68181818181818,4.75,4.59090909090909,4.16,2.60869565217391,25.0,23.0,1.0
960,MATT DILLON,matt dillon,matt dillon,,NOUN,famous people,Actors,,,0.8650306748466258,65,15,76,7,0.0843373493975903,0.8125,1.0,0.0,,,-17.62036676342579,4.72727272727273,4.70833333333333,4.13636363636364,3.6,3.17391304347826,24.0,23.0,1.0
961,CHROMIUM,chromium,chromium,,NOUN,chemical element,metal,,,0.7828282828282829,69,26,86,17,0.1650485436893204,0.7263157894736842,1.0476190476190477,0.4285714285714285,1.5315,1.1139,-12.79751790289674,3.95454545454545,2.375,3.22727272727273,3.08,2.56521739130435,21.0,21.0,0.0
962,A HOSTESS,a hostess,hostess,a,NOUN,people,Society,,,0.7857142857142857,44,23,66,7,0.0958904109589041,0.6567164179104478,1.56,1.6666666666666667,2.2788,2.1987,-15.671659475889689,4.31818181818182,3.79166666666667,4.81818181818182,3.76,3.17391304347826,25.0,24.0,1.0
963,PITTSBURGH,pittsburgh,pittsburgh,,NOUN,geography,United States,big city,,0.8375,56,23,78,3,0.037037037037037,0.7088607594936709,1.1538461538461535,0.0,,,-12.026850483043493,4.45454545454545,4.33333333333333,4.42857142857143,2.92,2.82608695652174,26.0,23.0,0.0
964,LINDSEY,lindsey,lindsey,,NOUN,common names,girl,,,0.815068493150685,57,14,62,13,0.1733333333333333,0.8028169014084507,1.2608695652173914,0.0476190476190476,,,-12.934746748328662,4.18181818181818,2.79166666666667,3.19047619047619,3.24,2.78260869565217,23.0,21.0,0.0
965,EMILE,emile,emile,,NOUN,common names,boy,,,0.8343949044585988,55,21,76,5,0.0617283950617283,0.7236842105263158,1.2352941176470589,0.0555555555555555,,,-13.366872709946668,4.36363636363636,2.41666666666667,2.45454545454545,3.08,2.73913043478261,17.0,18.0,0.0
966,CHAD OCHOCINCO,chad ochocinco,chad ochocinco,,NOUN,famous people,Sports,,,0.8869565217391304,41,11,61,2,0.0317460317460317,0.7884615384615384,1.0,0.1111111111111111,,,-20.29942941625592,4.54545454545455,3.73913043478261,2.77272727272727,2.8,3.39130434782609,14.0,18.0,1.0
967,TO LEAVEN,to leaven,leaven,to,VERB,,,,,0.7972972972972973,43,29,75,1,0.0131578947368421,0.5972222222222222,1.1333333333333333,1.1904761904761905,,,-17.323535548588413,2.72727272727273,2.125,3.57142857142857,3.2,2.8695652173913,15.0,21.0,1.0
968,ALL SAINTS' DAY,all saints' day,all saints' day,,NOUN,calendar items,holiday,religious,,0.9090909090909092,68,15,92,1,0.010752688172043,0.8192771084337349,1.0,0.4166666666666667,,,-16.449047854009553,3.59090909090909,2.125,3.63636363636364,3.28,2.91304347826087,21.0,24.0,1.0
969,CARL MARIA VON WEBER,carl maria von weber,carl maria von weber,,NOUN,famous people,Composers,,,0.8132530120481928,45,31,90,0,0.0,0.5921052631578947,1.0,0.0,,,-17.536794974153096,4.54545454545455,2.625,1.27272727272727,3.16,2.78260869565217,11.0,13.0,1.0
970,LAOS,laos,laos,,NOUN,geography,world,country,,0.8531073446327684,64,19,87,7,0.0744680851063829,0.7710843373493976,1.0,0.1739130434782608,,,-13.138356783709288,4.63636363636364,3.79166666666667,3.31818181818182,3.16,3.21739130434783,18.0,23.0,0.0
971,TO REPAY,to repay,repay,to,VERB,,,,,0.7142857142857143,25,34,65,2,0.0298507462686567,0.423728813559322,1.28,2.2916666666666665,2.4249,2.3598,-13.228948129774654,3.22727272727273,2.5,4.86363636363636,3.84,2.91304347826087,25.0,24.0,1.0
972,TO POLICE,to police,police,to,VERB,,,,,0.8322147651006712,52,18,72,7,0.0886075949367088,0.7428571428571429,1.44,2.833333333333333,4.0808,3.5276,-13.565262585037962,2.90909090909091,2.70833333333333,4.59090909090909,2.12,3.52173913043478,25.0,24.0,1.0
973,TO GRIND,to grind,grind,to,VERB,,,,,0.7839506172839507,51,25,76,10,0.1162790697674418,0.6710526315789473,2.066666666666667,2.347826086956522,2.281,2.2227,-14.253747290323062,3.68421052631579,3.48,4.72413793103448,2.61538461538462,4.09523809523809,30.0,23.0,1.0
974,TO SQUEAK,to squeak,squeak,to,VERB,,,,,0.7439024390243902,56,21,66,21,0.2413793103448276,0.7272727272727273,1.4333333333333331,1.9130434782608696,2.0864,1.7993,-16.367603839100884,3.26315789473684,3.04,4.82758620689655,2.65384615384615,3.47619047619048,30.0,23.0,1.0
975,MOUNT FUJI,mount fuji,mount fuji,,NOUN,earth formation,land,mountain,famous,0.844311377245509,66,16,75,10,0.1176470588235294,0.8048780487804879,1.0333333333333334,0.0,,,-16.299264763655835,4.88888888888889,4.41666666666667,4.06896551724138,4.0,3.71428571428571,30.0,22.0,1.0
976,BOB GIBSON,bob gibson,bob gibson,,NOUN,famous people,Sports,,,0.7903225806451613,51,37,96,2,0.0204081632653061,0.5795454545454546,1.0,0.0,,,-17.020937880050717,4.57894736842105,3.36,2.03448275862069,3.23076923076923,2.33333333333333,22.0,19.0,1.0
977,TO CHIP,to chip,chip,to,VERB,,,,,0.8104575163398693,48,23,76,6,0.073170731707317,0.676056338028169,1.5666666666666669,2.136363636363636,3.022,2.6911,-15.350036510676244,3.57894736842105,3.28,4.67857142857143,2.46153846153846,2.76190476190476,30.0,22.0,1.0
978,MARCO POLO,marco polo,marco polo,,NOUN,famous people,"Politicians,history",,,0.8841463414634146,72,8,73,11,0.1309523809523809,0.9,1.5666666666666669,0.0909090909090909,,,-14.542783443115113,4.63157894736842,4.0,4.24137931034483,3.53846153846154,3.23809523809524,30.0,22.0,1.0
979,STIMULATING,stimulating,stimulating,,ADJ,,,,,0.7745664739884393,53,28,81,11,0.1195652173913043,0.654320987654321,1.4333333333333331,2.782608695652174,2.0828,2.0374,-11.807927198270844,1.84210526315789,2.0,4.75862068965517,4.26923076923077,4.66666666666667,30.0,23.0,0.0
980,TO STUFF,to stuff,stuff,to,VERB,,,,,0.7272727272727273,43,32,69,10,0.1265822784810126,0.5733333333333334,1.6551724137931034,2.260869565217391,4.1946,3.7348,-14.601677051367112,2.73684210526316,3.32,4.68965517241379,2.88461538461538,2.85714285714286,29.0,23.0,1.0
981,A LOUDMOUTH,a loudmouth,loudmouth,a,NOUN,people,Other,,,0.808641975308642,51,27,80,4,0.0476190476190476,0.6538461538461539,1.2333333333333334,2.391304347826087,1.7324,1.6435,-17.722193262523696,3.15789473684211,3.24,4.75,1.61538461538462,3.80952380952381,30.0,23.0,1.0
982,TO STRATIFY,to stratify,stratify,to,VERB,,,,,0.7534246575342466,42,25,68,11,0.1392405063291139,0.6268656716417911,1.1904761904761905,2.083333333333333,,,-16.39313708825135,2.31578947368421,1.52,3.0,3.03846153846154,2.57142857142857,21.0,12.0,1.0
983,CINCINNATI,cincinnati,cincinnati,,NOUN,geography,United States,big city,,0.8571428571428571,53,18,73,3,0.0394736842105263,0.7464788732394366,1.0333333333333334,0.0434782608695652,,,-12.575130496162087,4.57894736842105,4.08,4.51724137931035,3.30769230769231,2.71428571428571,30.0,23.0,0.0
984,TO IDLE,to idle,idle,to,VERB,,,,,0.8092105263157895,50,24,73,5,0.0641025641025641,0.6756756756756757,1.5333333333333334,2.1739130434782608,2.1523,2.0899,-15.854050836390083,2.52631578947368,2.32,4.60714285714286,2.76923076923077,1.71428571428571,30.0,23.0,1.0
985,TO SCORCH,to scorch,scorch,to,VERB,,,,,0.7794117647058824,39,28,67,2,0.0289855072463768,0.582089552238806,1.4,2.652173913043478,1.3979,1.3802,-16.462668938027843,2.94444444444444,3.36,4.71428571428571,1.88461538461538,3.9047619047619,30.0,23.0,1.0
986,YOSEMITE,yosemite,yosemite,,NOUN,earth formation,land,national park,famous,0.8783068783068783,73,18,93,5,0.0510204081632653,0.8021978021978022,1.1428571428571428,0.0,,,-13.965561746931572,4.44444444444444,4.64,4.41379310344828,4.11538461538461,3.66666666666667,28.0,22.0,0.0
987,TO TICKLE,to tickle,tickle,to,VERB,,,,,0.7265625,38,24,55,11,0.1666666666666666,0.6129032258064516,1.3548387096774193,1.434782608695652,2.3909,2.2068,-15.301372937235552,3.47368421052632,3.6,4.72413793103448,4.0,4.38095238095238,31.0,23.0,1.0
988,TO REEK,to reek,reek,to,VERB,,,,,0.8272727272727273,35,14,56,5,0.081967213114754,0.7142857142857143,1.2758620689655171,2.3043478260869565,1.6721,1.6335,-17.927851488956478,2.78947368421053,2.32,4.51724137931035,1.46153846153846,3.0952380952381,29.0,23.0,1.0
989,TIGHT,tight,tight,,ADJ,,,,,0.7232704402515723,38,39,77,5,0.0609756097560975,0.4935064935064935,2.034482758620689,3.217391304347826,3.4146,3.2586,-10.324583314413427,2.72222222222222,3.04,4.82758620689655,2.65384615384615,3.28571428571429,29.0,23.0,0.0
990,TRICKY,tricky,tricky,,ADJ,,,,,0.7579617834394905,42,32,77,6,0.072289156626506,0.5675675675675675,1.5,3.260869565217391,2.6096,2.5011,-12.5710272038422,1.84210526315789,1.92,4.79310344827586,2.19230769230769,3.76190476190476,30.0,23.0,0.0
991,PHYLLIS,phyllis,phyllis,,NOUN,common names,girl,,,0.8333333333333334,55,21,80,6,0.0697674418604651,0.7236842105263158,1.1111111111111112,0.0,,,-12.979663458555832,3.84210526315789,2.48,3.3448275862069,3.11538461538462,2.52380952380952,27.0,16.0,0.0
992,NEBULOUS,nebulous,nebulous,,ADJ,,,,,0.832258064516129,51,23,78,3,0.037037037037037,0.6891891891891891,1.25,2.0,0.6021,0.6021,-14.12757353780664,2.31578947368421,2.24,3.37931034482759,3.07692307692308,2.95238095238095,24.0,16.0,0.0
993,TO INSCRIBE,to inscribe,inscribe,to,VERB,,,,,0.7337662337662337,46,28,67,13,0.1625,0.6216216216216216,1.3103448275862069,2.5217391304347827,1.0,1.0,-15.497753044963998,3.05263157894737,3.08,4.37931034482759,3.5,2.61904761904762,29.0,23.0,1.0
994,AN OUTDOORSMAN,an outdoorsman,outdoorsman,an,NOUN,people,Sports,,,0.8571428571428571,72,15,84,11,0.1157894736842105,0.8275862068965517,1.0,1.3478260869565215,0.699,0.699,-17.73310736945011,4.0,3.84,4.51724137931035,3.64,3.76190476190476,30.0,23.0,1.0
995,TONI,toni,toni,,NOUN,common names,girl,,,0.8104575163398693,47,27,77,2,0.0253164556962025,0.6351351351351351,1.16,0.0625,,,-12.807298748905554,3.94736842105263,2.24,3.55172413793103,3.03846153846154,2.66666666666667,25.0,16.0,0.0
996,FAR-FLUNG,far-flung,far-flung,,ADJ,,,,,0.7924528301886793,45,32,81,1,0.0121951219512195,0.5844155844155844,1.28,2.1,,,-14.402018622845612,1.76470588235294,1.6,4.27586206896552,2.65384615384615,3.47619047619048,25.0,20.0,1.0
997,SAGE,sage,sage,,NOUN,food,seasoning / condiments,spice,,0.875,56,9,63,8,0.1126760563380281,0.8615384615384616,1.9666666666666663,2.0,1.9542,1.8062,-10.993791547074876,3.73684210526316,3.84,4.55172413793103,3.61538461538462,2.35,30.0,21.0,0.0
998,IMHOTEP,imhotep,imhotep,,NOUN,famous people,"Politicians,history",,,0.8702702702702703,70,19,91,5,0.0520833333333333,0.7865168539325843,1.0,0.0,,,-16.14467152954674,3.78947368421053,2.76,2.17241379310345,3.03846153846154,3.28571428571429,17.0,12.0,0.0
999,AN ONION,an onion,onion,an,NOUN,food,vegetable,bulb,,0.8241758241758241,60,27,90,5,0.0526315789473684,0.6896551724137931,1.1333333333333333,0.1304347826086956,2.3365,2.1847,-15.009450300228526,4.73684210526316,4.88,4.82758620689655,3.38461538461538,2.57142857142857,30.0,23.0,1.0
1000,TO SKI,to ski,ski,to,VERB,,,,,0.7770700636942676,49,27,73,8,0.0987654320987654,0.6447368421052632,1.1071428571428572,0.391304347826087,2.617,2.3483,-15.36534101739149,4.21052631578947,4.04,4.72413793103448,4.0,4.0,28.0,23.0,1.0
1001,TO PERSPIRE,to perspire,perspire,to,VERB,,,,,0.7763157894736842,35,33,83,1,0.0119047619047619,0.5147058823529411,1.2,2.095238095238096,1.0792,1.0,-16.57848049175947,3.57894736842105,3.84,4.75862068965517,2.07692307692308,2.9047619047619,30.0,21.0,1.0
1002,TO BURGLE,to burgle,burgle,to,VERB,,,,,0.8053691275167785,48,23,72,6,0.0769230769230769,0.676056338028169,1.0434782608695652,2.5,0.9542,0.8451,-17.3419183989339,2.94736842105263,2.28,3.44827586206897,1.69230769230769,3.85714285714286,23.0,16.0,1.0
1003,FOAMY,foamy,foamy,,ADJ,,,,,0.8057553956834532,39,25,73,2,0.0266666666666666,0.609375,1.1333333333333333,1.7826086956521738,1.1761,1.1139,-14.603490966627731,3.42105263157895,4.04,4.58620689655172,3.34615384615385,2.85714285714286,30.0,23.0,0.0
1004,TO POWDER,to powder,powder,to,VERB,,,,,0.8,50,28,82,5,0.057471264367816,0.6410256410256411,1.5172413793103448,1.5217391304347827,2.9133,2.7185,-15.386380739355465,3.26315789473684,3.44,4.6551724137931,3.34615384615385,2.23809523809524,29.0,23.0,1.0
1005,A SKILLET,a skillet,skillet,a,NOUN,household item,kitchen item,food preparation,,0.7,38,25,53,14,0.208955223880597,0.6031746031746031,1.0740740740740742,1.565217391304348,1.7993,1.5185,-14.85454111207401,4.63157894736842,4.72,4.82758620689655,3.46153846153846,2.55,27.0,23.0,1.0
1006,JAMIE,jamie,jamie,,NOUN,common names,Ambiguous,,,0.7857142857142857,49,16,61,14,0.1866666666666666,0.7538461538461538,1.1428571428571428,0.0,,,-11.69819144654631,3.84210526315789,2.66666666666667,3.58620689655172,3.19230769230769,2.76190476190476,28.0,20.0,0.0
1007,A SWIMMER,a swimmer,swimmer,a,NOUN,people,Sports,,,0.8145695364238411,56,17,67,11,0.141025641025641,0.7671232876712328,1.206896551724138,0.8695652173913043,2.281,1.9494,-15.460458401652792,4.42105263157895,4.44,4.82758620689655,3.73076923076923,3.33333333333333,29.0,23.0,1.0
1008,APATHETIC,apathetic,apathetic,,ADJ,,,,,0.782608695652174,55,23,71,12,0.144578313253012,0.7051282051282052,1.1785714285714286,2.9545454545454546,1.2788,1.2553,-14.173439295162929,1.52631578947368,1.84,4.31034482758621,2.07692307692308,1.76190476190476,28.0,22.0,0.0
1009,TO RUE,to rue,rue,to,VERB,,,,,0.8415300546448088,64,26,90,3,0.032258064516129,0.7111111111111111,1.12,2.0,1.959,1.8062,-16.24454372443091,2.21052631578947,1.92,3.55172413793103,2.24,2.85714285714286,25.0,21.0,1.0
1010,BARBRA STREISAND,barbra streisand,barbra streisand,,NOUN,famous people,"Bands,singers",,,0.8983957219251337,74,12,94,7,0.0693069306930693,0.8604651162790697,1.0357142857142858,0.0,,,-16.192368451110816,4.88888888888889,4.68,4.64285714285714,3.42307692307692,2.85714285714286,28.0,22.0,1.0
